Start Time:  5/5/2017 1:42:02 AM          Time Completed:  5/5/2017 1:42:33 AM      Elapsed Time:  00:00:31
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0041B\FORCexp0041B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#81.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#81.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0041B\FORCexp0041B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#81.dat

***DATA***

Field(G)	 Moment(emu)	
 696.272 	 0.00394723 	
 702.504 	 0.00398351 	
 712.26 	 0.00396362 	
 722.178 	 0.00394934 	
 732.111 	 0.00400729 	
 742.451 	 0.00400327 	
 752.37 	 0.00399592 	
 762.159 	 0.00401784 	
 772.423 	 0.00400113 	
 782.391 	 0.00400667 	
 792.452 	 0.00403225 	
 802.43 	 0.00403423 	
 812.205 	 0.00404231 	
 822.195 	 0.00404937 	
 832.5 	 0.00405945 	
 842.339 	 0.00406202 	
 852.166 	 0.00404682 	
 862.606 	 0.00405818 	
 872.358 	 0.00409585 	
 882.166 	 0.00409978 	
 892.315 	 0.00409515 	
 902.408 	 0.00407908 	
 912.274 	 0.00410737 	
 922.236 	 0.00413438 	
 932.478 	 0.00413697 	
 942.325 	 0.0041346 	
 952.337 	 0.00412601 	
 962.272 	 0.004145 	
 972.142 	 0.00420365 	
 982.539 	 0.00416438 	
 992.308 	 0.00414766 	
 1002.11 	 0.00418357 	
 1012.38 	 0.00419137 	
 1022.28 	 0.00421352 	
 1032.19 	 0.00420369 	
 1042.06 	 0.00423309 	
 1052.35 	 0.00423674 	
 1062.15 	 0.00423109 	
 1072.08 	 0.00419554 	
 1082.22 	 0.00422157 	
 1092.18 	 0.00421725 	
 1102.13 	 0.00427634 	
 1112.18 	 0.00422761 	
 1122.15 	 0.00423079 	
 1132.37 	 0.00423538 	
 1142.2 	 0.00428508 	
 1152.07 	 0.00428239 	
 1162.25 	 0.0043082 	
 1172.25 	 0.00428256 	
 1181.96 	 0.00432778 	
 1191.89 	 0.00431314 	
 1202.2 	 0.00432119 	
 1212.03 	 0.00430281 	
 1221.98 	 0.0043382 	
 1232.02 	 0.00430986 	
 1242.06 	 0.00432845 	
 1252.02 	 0.00433571 	
 1261.89 	 0.00432284 	
 1272.23 	 0.00435948 	
 1282.06 	 0.00438669 	
 1292.13 	 0.00436261 	
 1302.02 	 0.00431653 	
 1311.82 	 0.00434953 	
 1322.07 	 0.00434331 	
 1332 	 0.00438217 	
 1341.71 	 0.00435166 	
 1352.1 	 0.00436128 	
 1361.95 	 0.00436729 	
 1371.69 	 0.00441162 	
 1382.03 	 0.00439033 	
 1391.85 	 0.00440106 	
 1401.76 	 0.00440092 	
 1411.72 	 0.00443004 	
 1422.01 	 0.00443792 	
 1431.79 	 0.00446276 	
 1442.13 	 0.00445218 	
 1451.96 	 0.00446022 	
 1461.67 	 0.0044627 	
 1471.95 	 0.00443314 	
 1481.79 	 0.00449461 	
 1491.77 	 0.00448371 	

	
	
