Start Time:  5/5/2017 1:00:43 PM          Time Completed:  5/5/2017 1:02:19 PM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0380B\FORCexp0380B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#759.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#759.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0380B\FORCexp0380B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#759.dat

***DATA***

Field(G)	 Moment(emu)	
-2730.03 	-0.00485205 	
-2722.58 	-0.00490767 	
-2712.89 	-0.00492944 	
-2703 	-0.00489445 	
-2692.88 	-0.00491428 	
-2682.36 	-0.00487776 	
-2672.43 	-0.00489109 	
-2662.13 	-0.00486526 	
-2652.36 	-0.00488365 	
-2642.38 	-0.0048162 	
-2631.9 	-0.00483821 	
-2621.97 	-0.0048776 	
-2611.98 	-0.00487559 	
-2601.7 	-0.00483059 	
-2591.6 	-0.00485849 	
-2581.65 	-0.00485074 	
-2571.73 	-0.00486028 	
-2561.23 	-0.00486362 	
-2551.34 	-0.00486761 	
-2541.26 	-0.00484917 	
-2531 	-0.0048613 	
-2521.01 	-0.00485659 	
-2511.06 	-0.0047972 	
-2500.75 	-0.00486334 	
-2490.81 	-0.00486386 	
-2480.9 	-0.00484013 	
-2470.86 	-0.00482525 	
-2460.44 	-0.00483769 	
-2450.55 	-0.00486426 	
-2440.31 	-0.00483921 	
-2430.17 	-0.00483691 	
-2420.45 	-0.00478677 	
-2409.95 	-0.00484906 	
-2400.12 	-0.00485012 	
-2390.19 	-0.00483454 	
-2379.79 	-0.00478752 	
-2369.8 	-0.00480922 	
-2359.93 	-0.00478709 	
-2349.91 	-0.00480501 	
-2339.41 	-0.00482295 	
-2329.49 	-0.00483538 	
-2319.67 	-0.00481172 	
-2309.13 	-0.00476579 	
-2299.43 	-0.00474634 	
-2289.32 	-0.00475885 	
-2279.17 	-0.00474352 	
-2268.93 	-0.00477677 	
-2258.63 	-0.00478767 	
-2248.97 	-0.00478817 	
-2238.93 	-0.00479203 	
-2228.88 	-0.00474165 	
-2218.49 	-0.00474645 	
-2208.57 	-0.00474385 	
-2198.64 	-0.00475736 	
-2188.39 	-0.00474801 	
-2178.31 	-0.0047676 	
-2168.52 	-0.00475569 	
-2158.12 	-0.00477244 	
-2148.01 	-0.00473573 	
-2138.24 	-0.00474383 	
-2127.97 	-0.00471532 	
-2117.87 	-0.00473721 	
-2107.97 	-0.00469697 	
-2097.71 	-0.00469426 	
-2087.41 	-0.00474333 	
-2077.62 	-0.00472941 	
-2067.35 	-0.00467334 	
-2057.42 	-0.0046982 	
-2047.63 	-0.00468455 	
-2037.14 	-0.0046667 	
-2027.1 	-0.00468783 	
-2017.33 	-0.00468132 	
-2007.11 	-0.00469094 	
-1996.81 	-0.00470514 	
-1986.93 	-0.00470293 	
-1976.57 	-0.00467227 	
-1966.77 	-0.00470821 	
-1956.59 	-0.00466947 	
-1946.58 	-0.00467179 	
-1936.5 	-0.00464124 	
-1926.68 	-0.00468573 	
-1916.2 	-0.00465404 	
-1906.18 	-0.00460392 	
-1896.29 	-0.00464594 	
-1883.76 	-0.0046442 	
-1872.72 	-0.0046449 	
-1862.76 	-0.00463542 	
-1850.2 	-0.00463317 	
-1839.13 	-0.00462453 	
-1829.15 	-0.00461186 	
-1818.83 	-0.00462125 	
-1808.8 	-0.00462685 	
-1798.47 	-0.00463095 	
-1788.69 	-0.00458571 	
-1778.86 	-0.00459692 	
-1768.42 	-0.00460801 	
-1758.34 	-0.00460198 	
-1748.53 	-0.00458806 	
-1738.42 	-0.00460903 	
-1727.99 	-0.00457426 	
-1718.07 	-0.00459974 	
-1708.19 	-0.00459849 	
-1697.72 	-0.00454273 	
-1687.94 	-0.0045639 	
-1677.72 	-0.0045339 	
-1667.73 	-0.00453968 	
-1657.87 	-0.00456106 	
-1647.38 	-0.00451084 	
-1637.39 	-0.00452754 	
-1627.52 	-0.00455917 	
-1617.51 	-0.0045321 	
-1607.28 	-0.00454188 	
-1597.1 	-0.00453496 	
-1587.31 	-0.00453049 	
-1576.93 	-0.00450764 	
-1567.02 	-0.00455413 	
-1557 	-0.00451632 	
-1546.71 	-0.0044947 	
-1536.56 	-0.00449058 	
-1526.8 	-0.00447173 	
-1516.41 	-0.0045186 	
-1506.62 	-0.00448193 	
-1496.35 	-0.00445774 	
-1486.31 	-0.00446224 	
-1476.38 	-0.00443535 	
-1466.38 	-0.00446372 	
-1455.95 	-0.00447062 	
-1446.03 	-0.00444123 	
-1436.24 	-0.00444018 	
-1425.83 	-0.00445256 	
-1415.83 	-0.00447699 	
-1405.57 	-0.00444971 	
-1395.68 	-0.00441552 	
-1385.79 	-0.0044441 	
-1375.41 	-0.0043965 	
-1365.35 	-0.00439693 	
-1355.38 	-0.00436281 	
-1345.41 	-0.00439089 	
-1334.95 	-0.00439031 	
-1325.12 	-0.00432355 	
-1315.29 	-0.00436404 	
-1304.94 	-0.00432608 	
-1294.86 	-0.00433799 	
-1284.8 	-0.00434214 	
-1274.74 	-0.00437083 	
-1264.85 	-0.00436079 	
-1254.4 	-0.00434159 	
-1244.61 	-0.00437212 	
-1234.55 	-0.00436603 	
-1224.49 	-0.00434071 	
-1214.18 	-0.00433974 	
-1204.26 	-0.0043164 	
-1194.38 	-0.00433023 	
-1183.98 	-0.00433709 	
-1173.96 	-0.00432871 	
-1164.27 	-0.00428806 	
-1153.88 	-0.00427555 	
-1143.68 	-0.00420952 	
-1133.75 	-0.00430918 	
-1123.86 	-0.0042598 	
-1113.44 	-0.00426269 	
-1103.4 	-0.00423141 	
-1093.32 	-0.00420667 	
-1083.4 	-0.00420826 	
-1073.39 	-0.00420728 	
-1062.93 	-0.00420759 	
-1053.08 	-0.00421183 	
-1043.23 	-0.00420272 	
-1032.8 	-0.00421598 	
-1022.86 	-0.00422124 	
-1012.91 	-0.0041815 	
-1002.69 	-0.00423674 	
-992.569 	-0.00418018 	
-982.713 	-0.00417591 	
-972.62 	-0.00416698 	
-962.218 	-0.00415535 	
-952.191 	-0.00414391 	
