Start Time:  5/5/2017 1:32:41 AM          Time Completed:  5/5/2017 1:33:06 AM      Elapsed Time:  00:00:25
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0031B\FORCexp0031B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#61.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#61.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0031B\FORCexp0031B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#61.dat

***DATA***

Field(G)	 Moment(emu)	
 797.935 	 0.00404333 	
 805.188 	 0.00404249 	
 814.846 	 0.00407044 	
 824.685 	 0.00403641 	
 834.613 	 0.0040523 	
 845.148 	 0.00405578 	
 854.738 	 0.00405906 	
 864.58 	 0.0040857 	
 874.771 	 0.00409441 	
 884.692 	 0.00407214 	
 894.688 	 0.00414944 	
 904.637 	 0.00411651 	
 914.383 	 0.004122 	
 924.567 	 0.00409711 	
 934.618 	 0.00411626 	
 944.277 	 0.00414942 	
 954.191 	 0.00416603 	
 964.637 	 0.00417953 	
 974.318 	 0.00416084 	
 984.16 	 0.00416585 	
 994.246 	 0.00416095 	
 1004.22 	 0.00419218 	
 1014.29 	 0.00416882 	
 1024.09 	 0.00418815 	
 1033.91 	 0.00419843 	
 1043.84 	 0.00422717 	
 1053.83 	 0.00422928 	
 1063.96 	 0.00422649 	
 1073.87 	 0.00422676 	
 1083.92 	 0.00426336 	
 1093.65 	 0.00423186 	
 1103.62 	 0.00422858 	
 1113.84 	 0.00424814 	
 1123.52 	 0.00426323 	
 1133.36 	 0.00428588 	
 1143.49 	 0.00427222 	
 1153.36 	 0.00428697 	
 1163.36 	 0.00427472 	
 1173.21 	 0.00431161 	
 1183.49 	 0.00428923 	
 1193.17 	 0.00431929 	
 1202.97 	 0.00431281 	
 1213.29 	 0.00434772 	
 1223.03 	 0.00428041 	
 1232.91 	 0.00434107 	
 1243.01 	 0.0043516 	
 1252.98 	 0.00434465 	
 1263.09 	 0.00433833 	
 1272.81 	 0.00433964 	
 1282.65 	 0.00437191 	
 1292.77 	 0.00437772 	
 1302.7 	 0.00437439 	
 1312.45 	 0.00436082 	
 1322.48 	 0.00437116 	
 1332.66 	 0.0043788 	
 1342.42 	 0.00437873 	
 1352.26 	 0.00441984 	
 1362.47 	 0.00441897 	
 1372.36 	 0.00438529 	
 1382.4 	 0.00441286 	
 1392.29 	 0.00440453 	

	
	
