Start Time:  5/5/2017 1:49:28 AM          Time Completed:  5/5/2017 1:50:03 AM      Elapsed Time:  00:00:35
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0048B\FORCexp0048B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#95.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#95.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0048B\FORCexp0048B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#95.dat

***DATA***

Field(G)	 Moment(emu)	
 625.542 	 0.00390085 	
 631.814 	 0.0038739 	
 641.464 	 0.00388936 	
 651.289 	 0.00390424 	
 661.557 	 0.00393269 	
 671.571 	 0.00393901 	
 681.746 	 0.00393266 	
 691.442 	 0.00395507 	
 701.744 	 0.00397328 	
 711.874 	 0.00396439 	
 721.619 	 0.00398484 	
 731.538 	 0.00395095 	
 742.015 	 0.00399337 	
 751.78 	 0.00398904 	
 761.663 	 0.0039962 	
 771.955 	 0.00398836 	
 781.831 	 0.00400275 	
 791.811 	 0.0039972 	
 801.84 	 0.00404549 	
 811.979 	 0.00402421 	
 822.073 	 0.00404703 	
 832.102 	 0.00404979 	
 841.92 	 0.00407168 	
 852.053 	 0.00404676 	
 862.075 	 0.0040698 	
 872.034 	 0.0040992 	
 881.907 	 0.00407219 	
 892.197 	 0.00410987 	
 902.034 	 0.00408948 	
 911.711 	 0.00413916 	
 922.217 	 0.00412125 	
 932.106 	 0.00416099 	
 941.888 	 0.00413852 	
 952.08 	 0.00412854 	
 962.095 	 0.00414887 	
 971.996 	 0.00416071 	
 981.963 	 0.00416659 	
 992.262 	 0.00417978 	
 1002.1 	 0.00418173 	
 1012.22 	 0.00418743 	
 1022.23 	 0.00418114 	
 1032.05 	 0.00417639 	
 1042.05 	 0.00424045 	
 1052.08 	 0.00421177 	
 1062.34 	 0.0042384 	
 1072.16 	 0.00420005 	
 1081.95 	 0.00421821 	
 1092.35 	 0.00425351 	
 1102.24 	 0.00423352 	
 1112.32 	 0.00424891 	
 1122.2 	 0.00427004 	
 1132 	 0.00423965 	
 1142.24 	 0.00427704 	
 1152.27 	 0.00426628 	
 1162.14 	 0.00428271 	
 1172.32 	 0.00427719 	
 1182.39 	 0.00426348 	
 1192.24 	 0.00429974 	
 1202.16 	 0.00430663 	
 1212.52 	 0.00433965 	
 1222.21 	 0.00432939 	
 1232.22 	 0.00433039 	
 1242.39 	 0.00438938 	
 1252.44 	 0.0043739 	
 1262.63 	 0.00434037 	
 1272.44 	 0.00434988 	
 1282.24 	 0.00435233 	
 1292.21 	 0.00436065 	
 1302.23 	 0.00435652 	
 1312.53 	 0.00435257 	
 1322.29 	 0.00435356 	
 1332.25 	 0.00436446 	
 1342.45 	 0.0043584 	
 1352.54 	 0.00440614 	
 1362.21 	 0.00440473 	
 1372.46 	 0.00440552 	
 1382.45 	 0.00440662 	
 1392.59 	 0.00440671 	
 1402.58 	 0.00440396 	
 1412.39 	 0.0044077 	
 1422.46 	 0.00444877 	
 1432.81 	 0.00441947 	
 1442.4 	 0.00444711 	
 1452.23 	 0.00441262 	
 1462.73 	 0.0044424 	
 1472.39 	 0.00446236 	
 1482.36 	 0.0044921 	
 1492.64 	 0.00447019 	
 1502.58 	 0.00446311 	
 1512.34 	 0.00448304 	
 1522.4 	 0.00449076 	
 1532.68 	 0.0045003 	
 1542.65 	 0.00449287 	
 1552.64 	 0.004475 	
 1562.44 	 0.00450913 	

	
	
