Start Time:  5/5/2017 7:42:12 AM          Time Completed:  5/5/2017 7:43:48 AM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0237B\FORCexp0237B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#473.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#473.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0237B\FORCexp0237B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#473.dat

***DATA***

Field(G)	 Moment(emu)	
-1284.31 	-0.00379759 	
-1277.05 	-0.00385172 	
-1267.57 	-0.00382171 	
-1257.13 	-0.00373868 	
-1247.15 	-0.00373463 	
-1237.13 	-0.00373125 	
-1226.63 	-0.00378223 	
-1216.61 	-0.00375054 	
-1206.44 	-0.00372297 	
-1196.6 	-0.0036871 	
-1186.59 	-0.00370579 	
-1176.24 	-0.00370824 	
-1166.23 	-0.00371842 	
-1156.12 	-0.00371988 	
-1146.16 	-0.00366691 	
-1136.27 	-0.00370627 	
-1125.89 	-0.00367781 	
-1115.88 	-0.00365652 	
-1105.85 	-0.00361391 	
-1095.63 	-0.00362491 	
-1085.58 	-0.00361598 	
-1075.54 	-0.00365439 	
-1065.25 	-0.0036122 	
-1055.25 	-0.00359495 	
-1045.4 	-0.00359021 	
-1035.06 	-0.00363763 	
-1025.16 	-0.00358456 	
-1015.13 	-0.00361167 	
-1004.87 	-0.00357859 	
-994.832 	-0.00355722 	
-984.784 	-0.00353396 	
-974.873 	-0.00353007 	
-964.347 	-0.00353977 	
-954.595 	-0.00353648 	
-944.643 	-0.00355208 	
-934.172 	-0.00350889 	
-924.144 	-0.00350963 	
-914.378 	-0.00347576 	
-904.051 	-0.00352227 	
-893.965 	-0.00347396 	
-884.041 	-0.00346063 	
-873.928 	-0.00344947 	
-863.587 	-0.00342767 	
-853.755 	-0.00341832 	
-843.776 	-0.00344239 	
-833.388 	-0.00344369 	
-823.511 	-0.00342625 	
-813.13 	-0.00339829 	
-803.35 	-0.00340452 	
-793.425 	-0.00335948 	
-782.855 	-0.00333844 	
-773.137 	-0.00339472 	
-763.219 	-0.00334268 	
-752.803 	-0.00336017 	
-742.749 	-0.00331442 	
-732.842 	-0.00336381 	
-722.864 	-0.00332895 	
-712.5 	-0.00328965 	
-702.549 	-0.00332201 	
-692.564 	-0.00331036 	
-682.163 	-0.00327944 	
-672.336 	-0.00326206 	
-662.367 	-0.00327753 	
-652.093 	-0.00325286 	
-641.995 	-0.00327071 	
-631.755 	-0.00324149 	
-621.962 	-0.00320786 	
-611.966 	-0.00320798 	
-601.703 	-0.0032135 	
-591.511 	-0.00316982 	
-581.687 	-0.00318869 	
-571.716 	-0.00318235 	
-561.067 	-0.00317794 	
-551.343 	-0.00315302 	
-541.598 	-0.00314882 	
-530.953 	-0.0030894 	
-521.129 	-0.00313753 	
-510.746 	-0.00308352 	
-500.908 	-0.00307004 	
-491.064 	-0.00308491 	
-480.728 	-0.0030959 	
-470.796 	-0.00304069 	
-460.788 	-0.00304668 	
-450.654 	-0.00304066 	
-440.42 	-0.00301065 	
-430.423 	-0.00298955 	
-420.398 	-0.00298527 	
-410.38 	-0.0030167 	
-400.366 	-0.00297384 	
-389.84 	-0.0029862 	
-379.984 	-0.00294824 	
-369.855 	-0.00295788 	
-359.934 	-0.0029324 	
-349.851 	-0.00291829 	
-339.539 	-0.0029188 	
-329.655 	-0.00288817 	
-319.72 	-0.00286689 	
-309.346 	-0.00285964 	
-299.566 	-0.00287869 	
-289.167 	-0.00283152 	
-279.394 	-0.00284801 	
-269.203 	-0.00279272 	
-258.975 	-0.00278421 	
-249.153 	-0.00277704 	
-238.766 	-0.00277343 	
-228.879 	-0.00276906 	
-218.954 	-0.00276763 	
-208.564 	-0.00276412 	
-198.705 	-0.00274878 	
-188.763 	-0.00267029 	
-178.217 	-0.00269812 	
-168.37 	-0.00267808 	
-158.381 	-0.00269829 	
-148.372 	-0.00270535 	
-137.985 	-0.0026705 	
-128.089 	-0.00265446 	
-118.162 	-0.00264612 	
-107.683 	-0.00260854 	
-97.9236 	-0.00258985 	
-87.5537 	-0.00258374 	
-77.7434 	-0.00257384 	
-67.9677 	-0.00257441 	
-57.4301 	-0.0025692 	
-47.4417 	-0.00259602 	
-37.594 	-0.00252658 	
-27.4477 	-0.00253198 	
-17.0609 	-0.00247056 	
-7.31376 	-0.0025077 	
 2.37153 	-0.00241499 	
 13.1352 	-0.00243306 	
 23.1277 	-0.00240252 	
 33.236 	-0.00244088 	
 43.1736 	-0.00236309 	
 53.2571 	-0.00237741 	
 63.2051 	-0.00236173 	
 73.4225 	-0.00232899 	
 83.5676 	-0.00232126 	
 93.4724 	-0.00229828 	
 103.47 	-0.00231909 	
 113.73 	-0.00230116 	
 123.971 	-0.00228422 	
 133.641 	-0.00223546 	
 144.028 	-0.00222685 	
 154.002 	-0.00220338 	
 164.01 	-0.00220028 	
 174.073 	-0.00217458 	
 184.494 	-0.00213131 	
 194.497 	-0.00213252 	
 204.573 	-0.00211754 	
 214.477 	-0.0020966 	
 224.529 	-0.00207828 	
 234.9 	-0.00207188 	
 244.679 	-0.00200984 	
 254.595 	-0.00193623 	
 265.178 	-0.00195114 	
 274.934 	-0.00195256 	
 284.915 	-0.00193245 	
 295.449 	-0.00188073 	
 305.16 	-0.00189329 	
 315.405 	-0.0018556 	
 325.375 	-0.00186713 	
 335.362 	-0.00185237 	
 345.402 	-0.00182035 	
 355.773 	-0.00174518 	
 365.588 	-0.00169257 	
 375.575 	-0.00174715 	
 385.949 	-0.00170015 	
 395.899 	-0.00168384 	
 405.847 	-0.00162816 	
 416.011 	-0.00161973 	
 426.128 	-0.00152806 	
 436.056 	-0.00156336 	
 446.153 	-0.00156883 	
 456.453 	-0.00142619 	
 466.371 	-0.00145674 	
 476.285 	-0.0014803 	
 486.65 	-0.00138867 	
 496.589 	-0.00136552 	
 506.9 	-0.00134192 	
 516.927 	-0.00127034 	
 526.824 	-0.00120346 	
 536.809 	-0.00121389 	
 546.86 	-0.00120376 	
 557.219 	-0.00105206 	
 567.132 	-0.00105413 	
 577.001 	-0.00102101 	
 587.526 	-0.000977803 	
 597.481 	-0.000907021 	
 607.686 	-0.000809003 	
 617.692 	-0.000828793 	
 627.512 	-0.000725832 	
 637.869 	-0.000721452 	
 647.794 	-0.000569967 	
 657.703 	-0.00052916 	
 667.849 	-0.000404885 	
 678.111 	-0.000307517 	
 688.008 	-0.000302055 	
 697.989 	-0.000234761 	
 708.317 	-0.000128172 	
 718.221 	 0.0000123542 	
 728.236 	 0.0000313589 	
 738.561 	 0.000135293 	
 748.55 	 0.000249447 	
 758.453 	 0.000320384 	
 769.804 	 0.000422676 	
 782.171 	 0.000540163 	
 792.008 	 0.000666337 	
 802.414 	 0.000821588 	
 812.281 	 0.00092612 	
 822.449 	 0.000993825 	
 832.505 	 0.00113607 	
 842.488 	 0.00132103 	
 852.428 	 0.00142482 	
 862.84 	 0.00148066 	
 872.769 	 0.00160828 	
 882.675 	 0.00174321 	
 893.114 	 0.0018292 	
 903.071 	 0.00191103 	
 913.287 	 0.0020888 	
 923.124 	 0.00213394 	
 933.286 	 0.00222386 	
 943.274 	 0.00229515 	
 953.169 	 0.00232705 	
 963.74 	 0.00248337 	
 973.491 	 0.00256329 	
 983.737 	 0.00263266 	
 993.604 	 0.00270313 	
 1003.47 	 0.00285275 	
 1014.02 	 0.00292108 	
 1023.87 	 0.00302486 	
 1034.2 	 0.00310804 	
 1043.99 	 0.00314529 	
 1053.96 	 0.0032038 	
 1064.34 	 0.00324759 	
 1074.28 	 0.00328857 	
 1084.27 	 0.0032695 	
 1094.54 	 0.00347037 	
 1104.54 	 0.00349948 	
 1114.43 	 0.00356186 	
 1124.58 	 0.00358134 	
 1134.93 	 0.00362954 	
 1144.98 	 0.00372056 	
 1154.97 	 0.00370744 	
 1164.98 	 0.00376066 	
 1174.95 	 0.00376825 	
 1185.33 	 0.00383736 	
 1195.17 	 0.00382497 	
 1205.08 	 0.00388618 	
 1215.58 	 0.00389279 	
 1225.46 	 0.004035 	
 1235.31 	 0.00402084 	
 1245.62 	 0.00400464 	
 1255.66 	 0.00401603 	
 1265.59 	 0.00401071 	
 1275.64 	 0.00403793 	
 1285.98 	 0.00411801 	
 1295.88 	 0.00411074 	
 1306.16 	 0.00414702 	
 1316.07 	 0.00413916 	
 1326.09 	 0.00419724 	
 1336.43 	 0.00427603 	
 1346.39 	 0.00429677 	
 1356.38 	 0.00427229 	
 1366.38 	 0.00430276 	
 1376.37 	 0.00434496 	
 1386.87 	 0.00434088 	
 1396.67 	 0.00431221 	
 1406.58 	 0.00438927 	
 1417.05 	 0.00437555 	
 1426.94 	 0.00440845 	
 1437.23 	 0.00441451 	
 1447.07 	 0.00444753 	
 1457.08 	 0.00439865 	
 1467.28 	 0.00434837 	
 1477.19 	 0.00437848 	
 1487.56 	 0.00450386 	
 1497.42 	 0.00441952 	
 1507.34 	 0.00450748 	
 1517.59 	 0.00444595 	
 1527.72 	 0.00446346 	
 1537.57 	 0.00449123 	
 1547.74 	 0.00444613 	
 1558.03 	 0.00443113 	
 1568.05 	 0.00441954 	
 1578.11 	 0.0044668 	
 1587.91 	 0.00448411 	
 1598.09 	 0.00449575 	
 1608.44 	 0.00451595 	
 1618.19 	 0.0044787 	
 1628.25 	 0.00451905 	
 1638.61 	 0.00450752 	
 1648.56 	 0.00449483 	
 1658.43 	 0.00452937 	

	
	
