Start Time:  5/5/2017 1:54:05 AM          Time Completed:  5/5/2017 1:54:43 AM      Elapsed Time:  00:00:38
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0052B\FORCexp0052B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#103.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#103.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0052B\FORCexp0052B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#103.dat

***DATA***

Field(G)	 Moment(emu)	
 585.747 	 0.00388804 	
 593.15 	 0.00388848 	
 602.763 	 0.00385892 	
 613.221 	 0.00389294 	
 622.991 	 0.00389282 	
 633.079 	 0.00386638 	
 643.231 	 0.00388744 	
 653.277 	 0.00391245 	
 663.176 	 0.00387933 	
 673.211 	 0.00391757 	
 683.531 	 0.00394758 	
 693.439 	 0.00396027 	
 703.435 	 0.0039434 	
 713.298 	 0.00392937 	
 723.322 	 0.00397386 	
 733.66 	 0.00393485 	
 743.441 	 0.00397626 	
 753.263 	 0.00397548 	
 763.713 	 0.00403239 	
 773.564 	 0.00399788 	
 783.37 	 0.00403169 	
 793.615 	 0.00404077 	
 803.677 	 0.00406495 	
 813.502 	 0.00406543 	
 823.529 	 0.00406717 	
 833.913 	 0.00406982 	
 843.769 	 0.00408626 	
 853.802 	 0.00405233 	
 863.689 	 0.00410079 	
 873.671 	 0.00410451 	
 883.929 	 0.00412608 	
 893.867 	 0.00411261 	
 903.529 	 0.00411421 	
 914.085 	 0.00410554 	
 923.834 	 0.0041071 	
 933.709 	 0.00413589 	
 943.659 	 0.00414134 	
 954.025 	 0.00414211 	
 963.884 	 0.00414019 	
 973.678 	 0.0041954 	
 984.152 	 0.00415698 	
 993.937 	 0.00419606 	
 1004.1 	 0.00416861 	
 1014.05 	 0.00421593 	
 1023.79 	 0.00419731 	
 1034.31 	 0.00417137 	
 1043.94 	 0.00419567 	
 1053.95 	 0.00422529 	
 1064.2 	 0.00422197 	
 1074.12 	 0.00424455 	
 1083.99 	 0.00420421 	
 1094.02 	 0.00422673 	
 1104.28 	 0.00420762 	
 1114.06 	 0.00422451 	
 1123.99 	 0.00425194 	
 1134.11 	 0.00425269 	
 1144.22 	 0.00431418 	
 1154.05 	 0.00428996 	
 1165.48 	 0.0043063 	
 1177.54 	 0.0043029 	
 1187.44 	 0.0042886 	
 1197.78 	 0.00427664 	
 1207.63 	 0.00433048 	
 1217.65 	 0.00432316 	
 1227.71 	 0.00434702 	
 1237.44 	 0.00436607 	
 1247.51 	 0.00436656 	
 1257.93 	 0.00435585 	
 1267.54 	 0.00434179 	
 1277.58 	 0.00434418 	
 1287.97 	 0.00438024 	
 1297.72 	 0.00436816 	
 1307.85 	 0.00437975 	
 1317.72 	 0.00437509 	
 1327.61 	 0.00440986 	
 1337.82 	 0.00437636 	
 1347.59 	 0.00437034 	
 1358.09 	 0.00439184 	
 1367.79 	 0.00436957 	
 1377.69 	 0.00441096 	
 1388.04 	 0.00440471 	
 1397.86 	 0.00439532 	
 1407.74 	 0.00438609 	
 1418.07 	 0.00444192 	
 1427.92 	 0.00444084 	
 1438.23 	 0.00442649 	
 1448.06 	 0.00441466 	
 1457.98 	 0.00448559 	
 1468.06 	 0.00448351 	
 1478.09 	 0.00446568 	
 1488.01 	 0.00443953 	
 1497.87 	 0.00447743 	
 1508.19 	 0.0044667 	
 1518.07 	 0.00446731 	
 1527.77 	 0.0044725 	
 1538.3 	 0.00452197 	
 1547.91 	 0.00452831 	
 1558.2 	 0.00448576 	
 1568.02 	 0.00446619 	
 1578.18 	 0.00446019 	
 1588.19 	 0.0045075 	
 1598.2 	 0.00452048 	
 1608.34 	 0.0045178 	

	
	
