Start Time:  5/5/2017 1:34:15 PM          Time Completed:  5/5/2017 1:35:51 PM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0395B\FORCexp0395B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#789.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#789.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0395B\FORCexp0395B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#789.dat

***DATA***

Field(G)	 Moment(emu)	
-2881.95 	-0.00490053 	
-2875.92 	-0.00494903 	
-2866.81 	-0.00498643 	
-2856.06 	-0.00496967 	
-2846.19 	-0.00490056 	
-2836.32 	-0.004877 	
-2825.68 	-0.00491949 	
-2815.8 	-0.00495604 	
-2805.63 	-0.0048829 	
-2795.6 	-0.00487727 	
-2785.62 	-0.00489646 	
-2775.53 	-0.00488018 	
-2765.08 	-0.00493043 	
-2755.31 	-0.00494524 	
-2745.42 	-0.00492988 	
-2734.87 	-0.00489754 	
-2725.06 	-0.00488727 	
-2715.2 	-0.0048535 	
-2704.97 	-0.00487641 	
-2694.66 	-0.00488493 	
-2684.76 	-0.00489022 	
-2674.68 	-0.00486995 	
-2664.35 	-0.00487969 	
-2654.43 	-0.00487524 	
-2644.11 	-0.00487962 	
-2634.38 	-0.00486031 	
-2624.43 	-0.00487728 	
-2613.93 	-0.00486471 	
-2604 	-0.00488586 	
-2594.19 	-0.0048532 	
-2583.77 	-0.0048648 	
-2573.71 	-0.00482729 	
-2563.8 	-0.00488481 	
-2553.66 	-0.00483171 	
-2543.27 	-0.0048384 	
-2533.48 	-0.00485394 	
-2523.33 	-0.00484582 	
-2513 	-0.0048542 	
-2503.22 	-0.00484324 	
-2493.49 	-0.00482033 	
-2483 	-0.00485138 	
-2473 	-0.00483251 	
-2462.57 	-0.00483868 	
-2452.81 	-0.00481551 	
-2442.92 	-0.00479597 	
-2432.51 	-0.00480654 	
-2422.77 	-0.00477887 	
-2412.26 	-0.00480255 	
-2402.6 	-0.00478583 	
-2392.25 	-0.00479513 	
-2382.22 	-0.004783 	
-2372.5 	-0.00483433 	
-2361.89 	-0.00478542 	
-2352.04 	-0.00480834 	
-2341.83 	-0.00478724 	
-2331.78 	-0.00483507 	
-2322.01 	-0.00478511 	
-2311.69 	-0.00479829 	
-2301.7 	-0.00481193 	
-2291.62 	-0.00482004 	
-2281.62 	-0.00477371 	
-2271.3 	-0.00474913 	
-2261.29 	-0.00479583 	
-2251.34 	-0.00475791 	
-2241.01 	-0.00480964 	
-2231.08 	-0.00478732 	
-2221.16 	-0.00475529 	
-2210.84 	-0.00474362 	
-2200.89 	-0.00472456 	
-2190.92 	-0.00474023 	
-2180.74 	-0.00476363 	
-2170.53 	-0.0047243 	
-2160.44 	-0.00473525 	
-2150.37 	-0.00470278 	
-2140.57 	-0.00476409 	
-2130.39 	-0.00475838 	
-2120.03 	-0.00472773 	
-2110.28 	-0.00473041 	
-2100.26 	-0.00469201 	
-2089.77 	-0.00471506 	
-2079.98 	-0.00471681 	
-2069.9 	-0.00469286 	
-2059.74 	-0.00469216 	
-2049.6 	-0.0046883 	
-2039.38 	-0.0046604 	
-2029.53 	-0.00466674 	
-2019.6 	-0.00468301 	
-2009.51 	-0.0046842 	
-1999.2 	-0.00475253 	
-1989.26 	-0.0046948 	
-1979.22 	-0.00465663 	
-1965.66 	-0.00467237 	
-1955.68 	-0.00470207 	
-1945.82 	-0.00467124 	
-1935.31 	-0.00465557 	
-1925.48 	-0.00469251 	
-1915.48 	-0.00464634 	
-1905.15 	-0.00462714 	
-1895.1 	-0.0046491 	
-1885.26 	-0.0047043 	
-1875.17 	-0.00466114 	
-1864.71 	-0.00461867 	
-1854.92 	-0.00460805 	
-1844.7 	-0.00462229 	
-1834.89 	-0.00463551 	
-1824.79 	-0.00464527 	
-1814.39 	-0.00462628 	
-1804.54 	-0.00459996 	
-1794.58 	-0.00456759 	
-1784.18 	-0.00461784 	
-1774.22 	-0.0046106 	
-1764.29 	-0.00462796 	
-1754.36 	-0.00459321 	
-1743.86 	-0.00459637 	
-1734 	-0.00457077 	
-1723.96 	-0.00459186 	
-1713.5 	-0.00459539 	
-1703.68 	-0.00462629 	
-1693.39 	-0.0046149 	
-1683.59 	-0.00458346 	
-1673.65 	-0.00460518 	
-1663.29 	-0.00451417 	
-1653.28 	-0.00454296 	
-1643.49 	-0.00456661 	
-1633.09 	-0.00454274 	
-1623 	-0.00450992 	
-1613.16 	-0.00458689 	
-1603.03 	-0.00453828 	
-1592.74 	-0.0045548 	
-1582.83 	-0.00452106 	
-1572.75 	-0.00448744 	
-1562.55 	-0.00448681 	
