Start Time:  5/5/2017 6:29:26 AM          Time Completed:  5/5/2017 6:31:02 AM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0203B\FORCexp0203B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#405.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#405.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0203B\FORCexp0203B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#405.dat

***DATA***

Field(G)	 Moment(emu)	
-940.762 	-0.00187972 	
-933.348 	-0.00188155 	
-923.698 	-0.00183172 	
-913.694 	-0.00186515 	
-903.241 	-0.00186191 	
-893.406 	-0.00180788 	
-883.193 	-0.00176671 	
-872.945 	-0.00180279 	
-863.004 	-0.00179861 	
-853.041 	-0.00177581 	
-842.578 	-0.0017701 	
-832.65 	-0.00174341 	
-822.869 	-0.00175939 	
-812.478 	-0.00173697 	
-802.433 	-0.0017276 	
-792.185 	-0.00170778 	
-782.275 	-0.00170948 	
-772.226 	-0.00167473 	
-761.914 	-0.0016697 	
-751.9 	-0.00167041 	
-742.041 	-0.00162424 	
-731.97 	-0.00162535 	
-721.651 	-0.0015897 	
-711.628 	-0.00159235 	
-701.753 	-0.00153493 	
-691.338 	-0.00158835 	
-681.356 	-0.00156007 	
-671.432 	-0.00157324 	
-661.227 	-0.00150328 	
-651.105 	-0.00150285 	
-641.126 	-0.00148164 	
-631.168 	-0.00149202 	
-620.705 	-0.00148627 	
-610.61 	-0.00148707 	
-600.631 	-0.00143874 	
-590.732 	-0.0014482 	
-580.791 	-0.00145963 	
-570.387 	-0.00140795 	
-559.306 	-0.00141386 	
-547.14 	-0.0013756 	
-536.777 	-0.00135928 	
-526.671 	-0.00132784 	
-517.074 	-0.00132957 	
-506.615 	-0.00129066 	
-496.411 	-0.00130358 	
-486.552 	-0.00132062 	
-476.208 	-0.00124841 	
-466.392 	-0.00127057 	
-456.1 	-0.00124121 	
-446.141 	-0.00120381 	
-436.14 	-0.00120598 	
-426.061 	-0.00120761 	
-415.731 	-0.00120654 	
-405.833 	-0.00113941 	
-395.997 	-0.00114648 	
-385.516 	-0.00115172 	
-375.608 	-0.00116125 	
-365.615 	-0.00110898 	
-355.351 	-0.00107297 	
-345.279 	-0.00108481 	
-335.34 	-0.0010839 	
-325.289 	-0.00105752 	
-314.908 	-0.00106975 	
-305.045 	-0.00102244 	
-294.821 	-0.00104187 	
-284.979 	-0.000981234 	
-274.948 	-0.000956581 	
-264.458 	-0.00100504 	
-254.681 	-0.000993982 	
-244.638 	-0.000955777 	
-234.341 	-0.00093457 	
-224.304 	-0.000909074 	
-214.389 	-0.000921242 	
-204.369 	-0.000870934 	
-194.043 	-0.000885106 	
-184.092 	-0.00086769 	
-174.189 	-0.000829072 	
-163.887 	-0.000840215 	
-153.827 	-0.000809059 	
-143.766 	-0.00082597 	
-133.794 	-0.000803669 	
-123.494 	-0.000800985 	
-113.453 	-0.000743628 	
-103.498 	-0.000722117 	
-93.3891 	-0.000728358 	
-83.3453 	-0.000703565 	
-73.034 	-0.000698851 	
-63.1005 	-0.000641875 	
