Start Time:  5/5/2017 1:29:46 PM          Time Completed:  5/5/2017 1:31:22 PM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0393B\FORCexp0393B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#785.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#785.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0393B\FORCexp0393B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#785.dat

***DATA***

Field(G)	 Moment(emu)	
-2861.93 	-0.00497374 	
-2855.57 	-0.00492395 	
-2845.88 	-0.00490916 	
-2835.98 	-0.00490922 	
-2825.68 	-0.00489604 	
-2815.47 	-0.00490813 	
-2805.4 	-0.00491063 	
-2795.66 	-0.00491349 	
-2785.33 	-0.00491906 	
-2775.03 	-0.00488062 	
-2765.22 	-0.0049056 	
-2755.14 	-0.00493615 	
-2744.69 	-0.00489264 	
-2734.77 	-0.00490774 	
-2724.97 	-0.00490411 	
-2714.51 	-0.00488765 	
-2704.73 	-0.00488002 	
-2694.58 	-0.00488768 	
-2684.3 	-0.00492218 	
-2674.22 	-0.00491611 	
-2664.06 	-0.00489543 	
-2654.22 	-0.00486719 	
-2644.33 	-0.00487434 	
-2634.17 	-0.00489129 	
-2623.82 	-0.00488692 	
-2613.59 	-0.00487372 	
-2604.1 	-0.0048879 	
-2593.42 	-0.00485604 	
-2583.51 	-0.00485458 	
-2573.77 	-0.00485244 	
-2563.48 	-0.00487543 	
-2553.19 	-0.00487993 	
-2543.42 	-0.00487055 	
-2532.98 	-0.00482543 	
-2523.16 	-0.00484289 	
-2512.89 	-0.00484662 	
-2502.82 	-0.00483416 	
-2492.92 	-0.00481737 	
-2482.96 	-0.00483097 	
-2472.57 	-0.00481916 	
-2462.62 	-0.00485853 	
-2452.66 	-0.00484138 	
-2442.44 	-0.00482136 	
-2432.38 	-0.00481571 	
-2422.42 	-0.00481542 	
-2412.54 	-0.00478701 	
-2402.17 	-0.00478479 	
-2392.22 	-0.00478325 	
-2381.94 	-0.00478002 	
-2372 	-0.00481054 	
-2361.93 	-0.00477418 	
-2351.89 	-0.00482394 	
-2341.31 	-0.00482424 	
-2331.62 	-0.00483314 	
-2321.7 	-0.0048001 	
-2311.59 	-0.00480748 	
-2301.15 	-0.00480428 	
-2291.39 	-0.00477746 	
-2281.5 	-0.00479115 	
-2270.94 	-0.00476748 	
-2261.07 	-0.00479276 	
-2251.05 	-0.00474621 	
-2240.66 	-0.00478636 	
-2230.91 	-0.00474302 	
-2220.62 	-0.00476408 	
-2210.8 	-0.00474669 	
-2200.83 	-0.00478571 	
-2190.43 	-0.00477001 	
-2180.32 	-0.0047449 	
-2170.38 	-0.00477298 	
-2160.5 	-0.0047559 	
-2150.03 	-0.00473323 	
-2140.22 	-0.00468345 	
-2130.2 	-0.00469919 	
-2120.03 	-0.00470495 	
-2110.02 	-0.00466591 	
-2099.85 	-0.00469548 	
-2089.81 	-0.00471277 	
-2079.53 	-0.00469941 	
-2069.44 	-0.00472067 	
-2059.48 	-0.00469041 	
-2049.5 	-0.00472898 	
-2039.59 	-0.00470163 	
-2029.15 	-0.00472281 	
-2019.18 	-0.00470093 	
-2009.43 	-0.00473323 	
-1998.96 	-0.00467624 	
-1988.97 	-0.00468005 	
-1979.1 	-0.0046581 	
-1968.79 	-0.00470656 	
-1958.66 	-0.00467159 	
-1948.73 	-0.00465359 	
-1938.69 	-0.00465812 	
-1928.24 	-0.00463194 	
-1918.31 	-0.0046596 	
-1908.22 	-0.00465979 	
-1898.44 	-0.00461942 	
-1888.42 	-0.00462063 	
-1878.01 	-0.00460244 	
-1868.09 	-0.00463179 	
-1858.09 	-0.00465816 	
-1847.79 	-0.00462754 	
-1837.88 	-0.00460157 	
-1827.78 	-0.00460156 	
-1817.57 	-0.00461515 	
-1807.51 	-0.00459461 	
-1797.3 	-0.00464831 	
-1787.37 	-0.00461678 	
-1777.35 	-0.00460802 	
-1767.13 	-0.00461323 	
-1757.17 	-0.00460807 	
-1747.23 	-0.00458558 	
-1737.21 	-0.00455761 	
-1726.8 	-0.00460852 	
-1716.79 	-0.00461651 	
-1706.86 	-0.00457907 	
-1696.61 	-0.00456456 	
-1686.59 	-0.0046025 	
-1676.63 	-0.00458735 	
-1666.6 	-0.00456551 	
-1656.19 	-0.00452309 	
-1646.39 	-0.00452886 	
-1636.54 	-0.00452203 	
-1626.07 	-0.00452607 	
-1616.18 	-0.00454548 	
-1605.83 	-0.00457113 	
-1595.96 	-0.00451749 	
-1586.17 	-0.00454395 	
-1575.71 	-0.00450035 	
-1565.7 	-0.00451551 	
-1555.78 	-0.00451052 	
-1545.73 	-0.00452258 	
-1535.17 	-0.00446197 	
-1525.36 	-0.00449101 	
-1515.64 	-0.00449612 	
-1505.1 	-0.00450096 	
-1495.18 	-0.00449622 	
-1485.34 	-0.00446887 	
-1474.97 	-0.00442592 	
-1464.91 	-0.00441606 	
-1454.58 	-0.00450045 	
-1444.9 	-0.00445681 	
-1434.82 	-0.00446366 	
-1424.78 	-0.00442143 	
-1414.43 	-0.00442265 	
-1404.59 	-0.00445191 	
-1394.48 	-0.00444665 	
-1384.26 	-0.00440884 	
-1374.33 	-0.00440966 	
-1364.37 	-0.00433531 	
-1354.1 	-0.00439451 	
-1343.96 	-0.00443718 	
-1334.05 	-0.00442951 	
-1324.08 	-0.00437301 	
-1313.75 	-0.00438084 	
-1303.79 	-0.00437435 	
-1293.67 	-0.00440228 	
-1283.48 	-0.00434009 	
-1273.73 	-0.00440259 	
-1263.34 	-0.00434505 	
-1253.32 	-0.00431144 	
-1243.49 	-0.00436767 	
-1233.19 	-0.00432868 	
-1223.08 	-0.00430538 	
-1213.16 	-0.00428316 	
-1203.1 	-0.00436091 	
-1192.9 	-0.00430117 	
-1182.81 	-0.00430362 	
-1173.03 	-0.00429276 	
-1162.54 	-0.00433869 	
-1152.64 	-0.00429208 	
-1142.14 	-0.00431801 	
-1132.62 	-0.00427759 	
-1122.48 	-0.00428159 	
-1112.15 	-0.00420765 	
-1102.26 	-0.00429271 	
