Start Time:  5/5/2017 2:05:31 AM          Time Completed:  5/5/2017 2:06:15 AM      Elapsed Time:  00:00:44
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0062B\FORCexp0062B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#123.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#123.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0062B\FORCexp0062B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#123.dat

***DATA***

Field(G)	 Moment(emu)	
 484.634 	 0.00376197 	
 492.167 	 0.00376677 	
 501.855 	 0.00379454 	
 511.648 	 0.0037824 	
 521.783 	 0.00377608 	
 532.262 	 0.00380378 	
 541.982 	 0.00378391 	
 551.893 	 0.00385326 	
 562.12 	 0.00382288 	
 572.32 	 0.00379683 	
 582.015 	 0.00383199 	
 592.296 	 0.00384006 	
 602.48 	 0.00384912 	
 612.452 	 0.00389555 	
 622.631 	 0.00387445 	
 632.283 	 0.00386341 	
 642.439 	 0.0038756 	
 652.768 	 0.00390278 	
 662.566 	 0.00389365 	
 672.418 	 0.00390815 	
 682.766 	 0.00391317 	
 692.711 	 0.00394566 	
 702.574 	 0.00393389 	
 712.869 	 0.00395758 	
 722.821 	 0.0039631 	
 732.689 	 0.00398914 	
 742.749 	 0.0039171 	
 753.138 	 0.00397515 	
 763.176 	 0.00398301 	
 772.85 	 0.00400954 	
 783.022 	 0.00401322 	
 792.888 	 0.00402724 	
 803.185 	 0.00399196 	
 813.063 	 0.00403535 	
 823.076 	 0.00405207 	
 833.212 	 0.00404413 	
 843.196 	 0.00403102 	
 853.138 	 0.00403422 	
 863.262 	 0.00408725 	
 873.459 	 0.00409611 	
 883.38 	 0.00407933 	
 893.148 	 0.00410175 	
 903.485 	 0.00408796 	
 913.409 	 0.0041046 	
 923.322 	 0.00412602 	
 933.553 	 0.00410686 	
 943.567 	 0.00411358 	
 953.74 	 0.00413041 	
 963.562 	 0.00414063 	
 973.548 	 0.00414329 	
 983.701 	 0.00417467 	
 993.831 	 0.00414997 	
 1003.58 	 0.00418973 	
 1013.63 	 0.00416684 	
 1024.1 	 0.00418943 	
 1033.74 	 0.00415751 	
 1043.69 	 0.00422462 	
 1054.05 	 0.00421834 	
 1063.98 	 0.00421022 	
 1073.84 	 0.00421597 	
 1084.17 	 0.00426169 	
 1093.89 	 0.00423584 	
 1104.09 	 0.00422337 	
 1114.03 	 0.00425384 	
 1124.03 	 0.00424189 	
 1134.01 	 0.00430099 	
 1144.33 	 0.00424915 	
 1154.15 	 0.00428263 	
 1164.06 	 0.00427837 	
 1174.28 	 0.00430329 	
 1184.34 	 0.00429002 	
 1194.05 	 0.00429428 	
 1204.46 	 0.00424741 	
 1214.46 	 0.00429735 	
 1224.24 	 0.00430823 	
 1234.26 	 0.00429313 	
 1244.66 	 0.00432866 	
 1254.58 	 0.00432916 	
 1264.59 	 0.00431199 	
 1274.5 	 0.00434657 	
 1284.44 	 0.00436032 	
 1294.81 	 0.00431675 	
 1304.59 	 0.0043463 	
 1314.41 	 0.00434162 	
 1324.79 	 0.00438268 	
 1334.82 	 0.00435667 	
 1344.64 	 0.0043686 	
 1354.72 	 0.00437212 	
 1364.9 	 0.00440145 	
 1374.95 	 0.00442404 	
 1384.96 	 0.0043967 	
 1394.85 	 0.00438751 	
 1404.98 	 0.00442142 	
 1414.87 	 0.00440014 	
 1425.15 	 0.00442121 	
 1435.07 	 0.00442294 	
 1445.21 	 0.004442 	
 1455.14 	 0.00442045 	
 1464.96 	 0.00440518 	
 1475.25 	 0.0044148 	
 1485.21 	 0.00442823 	
 1495.11 	 0.00444899 	
 1505.09 	 0.00447332 	
 1515.45 	 0.0044939 	
 1525.29 	 0.00445456 	
 1535.33 	 0.00451062 	
 1545.27 	 0.00447008 	
 1555.38 	 0.00450139 	
 1565.63 	 0.00450005 	
 1575.41 	 0.00449261 	
 1585.31 	 0.0044941 	
 1595.67 	 0.00451437 	
 1605.48 	 0.00446741 	
 1615.4 	 0.00454391 	
 1625.62 	 0.00449585 	
 1635.67 	 0.00453924 	
 1645.53 	 0.00451292 	
 1655.48 	 0.00452355 	
 1665.87 	 0.00450257 	
 1675.62 	 0.00452717 	
 1685.56 	 0.00451046 	
 1695.84 	 0.00455293 	
 1705.79 	 0.00457412 	

	
	
