Start Time:  5/5/2017 1:35:21 AM          Time Completed:  5/5/2017 1:35:47 AM      Elapsed Time:  00:00:26
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0034B\FORCexp0034B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#67.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#67.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0034B\FORCexp0034B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#67.dat

***DATA***

Field(G)	 Moment(emu)	
 766.963 	 0.00399642 	
 773.143 	 0.00399798 	
 782.872 	 0.00404729 	
 792.78 	 0.00403327 	
 802.824 	 0.00406757 	
 812.706 	 0.00404775 	
 822.601 	 0.00406207 	
 832.992 	 0.00406324 	
 842.756 	 0.00404848 	
 852.55 	 0.00408236 	
 862.941 	 0.00407683 	
 872.711 	 0.00410437 	
 882.615 	 0.0040754 	
 892.627 	 0.00409336 	
 902.726 	 0.0041023 	
 912.558 	 0.00412581 	
 922.401 	 0.00413376 	
 932.757 	 0.004157 	
 942.534 	 0.00414319 	
 952.467 	 0.00414348 	
 962.562 	 0.0041486 	
 972.389 	 0.004161 	
 982.704 	 0.00417524 	
 992.346 	 0.00420393 	
 1002.15 	 0.00418549 	
 1012.25 	 0.00417689 	
 1022.3 	 0.00419676 	
 1032.11 	 0.00421168 	
 1042.14 	 0.00422114 	
 1052.32 	 0.00424238 	
 1062.03 	 0.00424345 	
 1072.02 	 0.00421255 	
 1082.21 	 0.00423781 	
 1091.93 	 0.00426867 	
 1101.92 	 0.00428749 	
 1112.09 	 0.00423502 	
 1121.89 	 0.00425861 	
 1132.18 	 0.00424267 	
 1141.93 	 0.00428949 	
 1151.67 	 0.00427616 	
 1161.85 	 0.00428348 	
 1171.87 	 0.00429341 	
 1181.6 	 0.00426851 	
 1191.5 	 0.00426717 	
 1201.92 	 0.00427952 	
 1211.58 	 0.0043351 	
 1221.37 	 0.00435556 	
 1231.77 	 0.00430208 	
 1241.5 	 0.00431194 	
 1251.33 	 0.00434263 	
 1261.67 	 0.00438785 	
 1271.29 	 0.00434629 	
 1281.61 	 0.00435949 	
 1291.26 	 0.004377 	
 1301.18 	 0.00436953 	
 1311.11 	 0.00440189 	
 1321.35 	 0.00436223 	
 1331.07 	 0.00440001 	
 1340.92 	 0.00437197 	
 1351.19 	 0.00440798 	
 1361.08 	 0.00437649 	
 1370.93 	 0.00444725 	
 1381.07 	 0.00442492 	
 1391.05 	 0.00441103 	
 1400.92 	 0.00441168 	
 1410.72 	 0.00442925 	
 1421.02 	 0.00446092 	

	
	
