Start Time:  5/5/2017 12:23:54 PM         Time Completed:  5/5/2017 12:25:30 PM     Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0364B\FORCexp0364B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#727.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#727.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0364B\FORCexp0364B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#727.dat

***DATA***

Field(G)	 Moment(emu)	
-2568.79 	-0.00485199 	
-2562.57 	-0.0047931 	
-2552.93 	-0.00481574 	
-2543.01 	-0.00486566 	
-2532.99 	-0.00486728 	
-2522.43 	-0.00483937 	
-2512.57 	-0.00485337 	
-2502.65 	-0.00480195 	
-2492.2 	-0.00484675 	
-2482.16 	-0.00486544 	
-2472.06 	-0.00487858 	
-2462.31 	-0.00481207 	
-2451.68 	-0.00478831 	
-2441.91 	-0.00480212 	
-2431.77 	-0.00478854 	
-2421.62 	-0.00483129 	
-2411.62 	-0.00486287 	
-2401.55 	-0.00481668 	
-2391.57 	-0.00478887 	
-2381.2 	-0.00482965 	
-2371.28 	-0.00480865 	
-2361.37 	-0.00483041 	
-2351 	-0.00480271 	
-2341.15 	-0.00481059 	
-2331.03 	-0.00477947 	
-2320.73 	-0.00480385 	
-2310.56 	-0.00477162 	
-2300.87 	-0.00478424 	
-2290.85 	-0.00476518 	
-2280.4 	-0.00474686 	
-2270.18 	-0.00475235 	
-2260.21 	-0.00477186 	
-2250.31 	-0.00475653 	
-2240.23 	-0.00477444 	
-2229.67 	-0.00478262 	
-2220.13 	-0.0047581 	
-2210.19 	-0.00476772 	
-2199.75 	-0.00473292 	
-2189.7 	-0.00472909 	
-2179.84 	-0.0047221 	
-2169.64 	-0.00474963 	
-2159.43 	-0.00472792 	
-2149.32 	-0.00473567 	
-2139.33 	-0.00469506 	
-2129.4 	-0.00474815 	
-2119.09 	-0.00472185 	
-2109.03 	-0.00469087 	
-2099.04 	-0.00471686 	
-2089.1 	-0.00471889 	
-2078.73 	-0.00473318 	
-2068.76 	-0.00471612 	
-2058.86 	-0.00471544 	
-2048.56 	-0.00467057 	
-2038.71 	-0.00467762 	
-2028.79 	-0.00464537 	
-2018.29 	-0.00465091 	
-2008.37 	-0.00465265 	
-1998.3 	-0.00466043 	
-1988.25 	-0.0046242 	
-1978.21 	-0.00466872 	
-1967.96 	-0.00467994 	
-1957.84 	-0.00466573 	
-1947.95 	-0.0046299 	
-1937.96 	-0.00464749 	
-1927.52 	-0.00464607 	
-1917.64 	-0.00466445 	
-1907.68 	-0.0046358 	
-1897.38 	-0.00465051 	
-1887.33 	-0.00467733 	
-1877.32 	-0.00463195 	
-1867.34 	-0.00467907 	
-1856.83 	-0.0046097 	
-1847.15 	-0.00462916 	
-1837.24 	-0.00464614 	
-1826.87 	-0.00462907 	
-1816.87 	-0.00463909 	
-1806.4 	-0.00459567 	
-1796.59 	-0.00462268 	
-1786.77 	-0.0046046 	
-1776.37 	-0.00458411 	
-1766.35 	-0.00461706 	
-1756.7 	-0.00459861 	
-1746.22 	-0.00462068 	
-1736.17 	-0.00458011 	
-1725.87 	-0.00455763 	
-1716.25 	-0.00456674 	
-1706.12 	-0.00458708 	
-1695.67 	-0.0045688 	
-1685.78 	-0.00456463 	
-1675.52 	-0.00458326 	
-1665.68 	-0.00455191 	
-1655.79 	-0.00451373 	
-1645.66 	-0.00452287 	
-1635.22 	-0.00453373 	
-1625.5 	-0.00450751 	
-1615.43 	-0.00447952 	
-1605.01 	-0.00450439 	
-1595.14 	-0.00451656 	
-1585.24 	-0.00452172 	
-1574.97 	-0.0045454 	
-1564.92 	-0.00451679 	
-1554.95 	-0.0044787 	
-1544.79 	-0.00447913 	
-1534.46 	-0.00449706 	
-1524.59 	-0.00449052 	
-1514.53 	-0.00446286 	
-1504.45 	-0.00444778 	
-1494.46 	-0.00446621 	
-1484.02 	-0.00447875 	
-1474.12 	-0.00445704 	
-1464.17 	-0.00446325 	
-1453.92 	-0.0044151 	
-1444 	-0.00440048 	
-1433.88 	-0.00445982 	
-1423.72 	-0.00442589 	
-1413.6 	-0.00438965 	
-1403.72 	-0.00443989 	
-1393.87 	-0.00441164 	
-1383.41 	-0.00440932 	
-1373.3 	-0.00438004 	
-1363.15 	-0.00440512 	
-1353.34 	-0.00437499 	
-1343.32 	-0.00436079 	
-1333.28 	-0.00438963 	
-1323.21 	-0.00438038 	
-1312.7 	-0.00435346 	
-1302.86 	-0.0043394 	
-1293.09 	-0.00433597 	
-1282.62 	-0.0043245 	
-1272.54 	-0.00437748 	
-1262.5 	-0.00434234 	
-1252.49 	-0.0043609 	
-1242.52 	-0.00430898 	
-1232.12 	-0.00433846 	
-1222.36 	-0.00432326 	
-1212.25 	-0.00432521 	
-1202.07 	-0.00431149 	
-1191.98 	-0.00432239 	
-1182.09 	-0.00434556 	
-1172.02 	-0.00432584 	
-1161.84 	-0.00429151 	
-1151.74 	-0.00428923 	
-1141.85 	-0.00427142 	
-1131.51 	-0.00429125 	
-1121.75 	-0.00430242 	
-1111.49 	-0.00424366 	
-1101.52 	-0.00426707 	
-1091.06 	-0.0042124 	
-1080.99 	-0.00421128 	
-1071.01 	-0.00424763 	
-1061.16 	-0.00422824 	
-1051.2 	-0.0042418 	
-1040.84 	-0.00421554 	
-1030.81 	-0.0041956 	
-1021.02 	-0.00420789 	
-1010.64 	-0.00418965 	
-1000.5 	-0.0041926 	
-990.526 	-0.00414548 	
-980.594 	-0.00418009 	
-970.237 	-0.00415624 	
-960.381 	-0.00414232 	
-950.292 	-0.00414686 	
-939.931 	-0.0041518 	
-930.144 	-0.00414099 	
-919.824 	-0.00411242 	
-909.9 	-0.0041222 	
-900.106 	-0.00417223 	
-889.663 	-0.00415438 	
-879.566 	-0.00411433 	
-869.882 	-0.00409341 	
-859.69 	-0.00405408 	
-849.243 	-0.00406543 	
-839.463 	-0.0040493 	
-829.456 	-0.00401243 	
-819.136 	-0.00401745 	
-809.208 	-0.00401298 	
-799.273 	-0.00408026 	
-788.679 	-0.00397459 	
-779.036 	-0.00399468 	
-768.751 	-0.00405921 	
-758.926 	-0.00398846 	
-748.792 	-0.00394948 	
-738.583 	-0.00393076 	
-728.608 	-0.00392114 	
-718.413 	-0.00398855 	
-708.421 	-0.00394353 	
-698.47 	-0.00400303 	
-688.182 	-0.00395332 	
-678.238 	-0.00397201 	
-668.218 	-0.00390232 	
-657.759 	-0.00385412 	
-648.073 	-0.00382705 	
-637.833 	-0.00395986 	
-627.693 	-0.00390374 	
-617.68 	-0.00389036 	
-607.839 	-0.00387352 	
-597.479 	-0.00393052 	
-587.504 	-0.00384985 	
-577.402 	-0.00383238 	
-567.441 	-0.00381029 	
-557.551 	-0.00384147 	
-546.965 	-0.00382337 	
-536.983 	-0.00378955 	
-527.101 	-0.00379042 	
-517.029 	-0.00380193 	
-506.852 	-0.00376466 	
-496.717 	-0.00380076 	
-486.73 	-0.00379899 	
-476.908 	-0.00375866 	
-466.516 	-0.0037147 	
-456.577 	-0.00373665 	
-446.501 	-0.00372313 	
-436.545 	-0.00376622 	
-426.013 	-0.00366643 	
-416.153 	-0.00368122 	
-406.348 	-0.00376245 	
-395.904 	-0.00362653 	
-386.041 	-0.00365519 	
-375.906 	-0.00357314 	
-365.684 	-0.00360168 	
-355.729 	-0.00365868 	
-345.818 	-0.00356175 	
-335.793 	-0.00366919 	
-325.175 	-0.00357375 	
-315.388 	-0.0035936 	
-305.642 	-0.00346049 	
-295.11 	-0.00350353 	
-285.264 	-0.00354691 	
-275.412 	-0.00354221 	
-265.242 	-0.00348469 	
-254.797 	-0.00357069 	
-244.882 	-0.003494 	
-234.73 	-0.00348017 	
-224.805 	-0.0034307 	
-213.658 	-0.00345794 	
-201.163 	-0.00340926 	
-191.256 	-0.00337624 	
-181.174 	-0.00338232 	
-170.957 	-0.00333077 	
