Start Time:  5/5/2017 1:39:55 AM          Time Completed:  5/5/2017 1:40:24 AM      Elapsed Time:  00:00:29
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0039B\FORCexp0039B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#77.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#77.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0039B\FORCexp0039B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#77.dat

***DATA***

Field(G)	 Moment(emu)	
 716.471 	 0.00399422 	
 722.825 	 0.00398834 	
 732.252 	 0.00395819 	
 742.132 	 0.00402004 	
 752.202 	 0.0039866 	
 762.617 	 0.00401555 	
 772.372 	 0.00400806 	
 782.094 	 0.00399334 	
 792.569 	 0.00400135 	
 802.397 	 0.00402031 	
 812.233 	 0.00406513 	
 822.548 	 0.00404224 	
 832.373 	 0.00407072 	
 842.555 	 0.00407388 	
 852.39 	 0.00406517 	
 862.281 	 0.00406657 	
 872.442 	 0.00410104 	
 882.375 	 0.0041034 	
 892.274 	 0.00411143 	
 902.102 	 0.00409606 	
 912.502 	 0.00412425 	
 922.267 	 0.00410055 	
 932.087 	 0.00413895 	
 942.505 	 0.00416369 	
 952.277 	 0.00416231 	
 962.061 	 0.00413349 	
 972.104 	 0.00416433 	
 982.327 	 0.00416684 	
 992.231 	 0.00419138 	
 1002.3 	 0.00420318 	
 1012.08 	 0.00417174 	
 1022.06 	 0.00416269 	
 1032.37 	 0.00423702 	
 1042.01 	 0.00422055 	
 1052.04 	 0.00422374 	
 1062.25 	 0.00420539 	
 1072.11 	 0.00420371 	
 1081.97 	 0.0042435 	
 1092.16 	 0.00423368 	
 1102.01 	 0.00424833 	
 1111.85 	 0.00420898 	
 1121.94 	 0.00426849 	
 1132.2 	 0.00425532 	
 1142.14 	 0.00427305 	
 1152.01 	 0.00425513 	
 1161.88 	 0.00430038 	
 1171.7 	 0.00431098 	
 1182.15 	 0.00431002 	
 1191.9 	 0.00426401 	
 1201.69 	 0.00433216 	
 1212.1 	 0.00432831 	
 1221.93 	 0.0043129 	
 1231.68 	 0.00435206 	
 1241.85 	 0.0043571 	
 1251.85 	 0.00433449 	
 1261.68 	 0.00433225 	
 1271.94 	 0.00433509 	
 1281.75 	 0.00434655 	
 1291.73 	 0.00435158 	
 1301.72 	 0.00434034 	
 1311.62 	 0.00435475 	
 1321.5 	 0.00436336 	
 1331.83 	 0.00437876 	
 1341.62 	 0.0043864 	
 1351.48 	 0.00440121 	
 1361.65 	 0.00440867 	
 1371.74 	 0.00443178 	
 1381.43 	 0.00440894 	
 1391.62 	 0.00440875 	
 1401.61 	 0.00443227 	
 1411.7 	 0.00444721 	
 1421.28 	 0.004427 	
 1431.69 	 0.00442457 	
 1441.62 	 0.00446902 	
 1451.59 	 0.00445928 	
 1461.33 	 0.00441505 	
 1471.22 	 0.00441395 	

	
	
