Start Time:  5/5/2017 1:41:15 AM          Time Completed:  5/5/2017 1:41:45 AM      Elapsed Time:  00:00:30
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0040B\FORCexp0040B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#79.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#79.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0040B\FORCexp0040B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#79.dat

***DATA***

Field(G)	 Moment(emu)	
 707.712 	 0.00395784 	
 715.952 	 0.00394712 	
 725.777 	 0.00399894 	
 735.761 	 0.00400156 	
 745.674 	 0.00400024 	
 756.153 	 0.00399282 	
 766.055 	 0.00400392 	
 775.944 	 0.00401764 	
 785.863 	 0.00401424 	
 795.753 	 0.0040503 	
 806.098 	 0.00400395 	
 815.839 	 0.00406297 	
 825.899 	 0.00404735 	
 835.923 	 0.00402623 	
 845.633 	 0.00403135 	
 856 	 0.00406087 	
 865.88 	 0.00407639 	
 875.97 	 0.00409815 	
 885.82 	 0.0041001 	
 895.671 	 0.0041048 	
 905.951 	 0.00412123 	
 915.776 	 0.00413239 	
 925.601 	 0.00407928 	
 935.93 	 0.0041459 	
 945.908 	 0.00414684 	
 955.728 	 0.00415028 	
 965.592 	 0.00417185 	
 975.939 	 0.00416266 	
 985.774 	 0.00418936 	
 995.503 	 0.00419409 	
 1005.9 	 0.00420747 	
 1015.66 	 0.00413952 	
 1025.46 	 0.00422347 	
 1035.95 	 0.0042596 	
 1045.64 	 0.00422004 	
 1055.71 	 0.00419148 	
 1065.69 	 0.00422098 	
 1075.52 	 0.00417842 	
 1085.5 	 0.00422645 	
 1095.78 	 0.00427019 	
 1105.62 	 0.00428884 	
 1115.44 	 0.00427184 	
 1125.75 	 0.00422715 	
 1135.55 	 0.00423774 	
 1145.39 	 0.00429462 	
 1155.65 	 0.00428588 	
 1165.5 	 0.00427141 	
 1175.42 	 0.00428064 	
 1185.35 	 0.00429412 	
 1195.72 	 0.00429227 	
 1205.66 	 0.00428788 	
 1215.54 	 0.00430186 	
 1225.28 	 0.00430422 	
 1235.21 	 0.00433204 	
 1245.7 	 0.0043199 	
 1255.29 	 0.00433561 	
 1265.11 	 0.00434599 	
 1275.53 	 0.004378 	
 1285.33 	 0.00436546 	
 1295.21 	 0.00438517 	
 1305.22 	 0.0043624 	
 1315.29 	 0.00438555 	
 1325.21 	 0.00436311 	
 1335.16 	 0.00438393 	
 1345.38 	 0.00439762 	
 1355.22 	 0.00437224 	
 1365.37 	 0.00442276 	
 1375.26 	 0.00438736 	
 1385.03 	 0.00444225 	
 1395.25 	 0.00440476 	
 1405.2 	 0.00441353 	
 1414.91 	 0.00442273 	
 1425.21 	 0.00443661 	
 1435.25 	 0.00444949 	
 1445.07 	 0.00446762 	
 1454.85 	 0.00444491 	
 1465.35 	 0.0044611 	
 1475.05 	 0.00441469 	
 1484.9 	 0.00447479 	

	
	
