Start Time:  5/5/2017 1:48:36 AM          Time Completed:  5/5/2017 1:49:11 AM      Elapsed Time:  00:00:35
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0047B\FORCexp0047B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#93.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#93.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0047B\FORCexp0047B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#93.dat

***DATA***

Field(G)	 Moment(emu)	
 636.135 	 0.00391926 	
 643.547 	 0.00393278 	
 653.26 	 0.00390552 	
 663.214 	 0.0039187 	
 673.223 	 0.00393809 	
 683.651 	 0.00395693 	
 693.47 	 0.00395536 	
 703.308 	 0.00394402 	
 713.514 	 0.00395944 	
 723.526 	 0.00396522 	
 733.621 	 0.00401099 	
 743.405 	 0.00398469 	
 753.661 	 0.00399577 	
 763.912 	 0.00397076 	
 773.675 	 0.00401469 	
 783.464 	 0.00399261 	
 793.66 	 0.00403852 	
 803.72 	 0.00401004 	
 813.666 	 0.00404769 	
 823.526 	 0.00401623 	
 833.927 	 0.00406097 	
 843.708 	 0.00404859 	
 853.483 	 0.0040818 	
 864.042 	 0.00407033 	
 873.742 	 0.00410296 	
 883.857 	 0.00408926 	
 893.745 	 0.00409545 	
 903.701 	 0.004067 	
 913.896 	 0.00412219 	
 923.836 	 0.00409782 	
 933.682 	 0.00410786 	
 943.689 	 0.00414784 	
 953.956 	 0.00410273 	
 963.978 	 0.00412881 	
 973.867 	 0.00414364 	
 983.851 	 0.00419822 	
 993.735 	 0.00417982 	
 1004.03 	 0.00419259 	
 1014.12 	 0.00421095 	
 1023.91 	 0.00416294 	
 1033.77 	 0.00419897 	
 1043.79 	 0.00421967 	
 1054.17 	 0.00419839 	
 1063.86 	 0.00423346 	
 1073.72 	 0.00420468 	
 1083.93 	 0.00422613 	
 1093.98 	 0.00424388 	
 1103.87 	 0.00427496 	
 1113.87 	 0.00427142 	
 1124.07 	 0.00429668 	
 1134.08 	 0.00426849 	
 1143.93 	 0.0042536 	
 1154.01 	 0.00426452 	
 1163.91 	 0.00427842 	
 1174.24 	 0.00428886 	
 1184.05 	 0.00429117 	
 1193.86 	 0.0043065 	
 1204.21 	 0.00427426 	
 1213.99 	 0.00428854 	
 1223.89 	 0.00429141 	
 1233.97 	 0.00435666 	
 1244.1 	 0.00432985 	
 1253.97 	 0.00436187 	
 1263.99 	 0.00437506 	
 1273.8 	 0.00436739 	
 1283.97 	 0.00435665 	
 1294.22 	 0.00433533 	
 1304.16 	 0.0043622 	
 1314.09 	 0.00436604 	
 1323.93 	 0.00438413 	
 1333.91 	 0.00437401 	
 1344.23 	 0.00440154 	
 1354.09 	 0.00439307 	
 1363.92 	 0.00441428 	
 1374.25 	 0.00440137 	
 1384.03 	 0.00440283 	
 1394.05 	 0.00438026 	
 1404 	 0.00443418 	
 1414.22 	 0.00444944 	
 1424.04 	 0.00439374 	
 1433.95 	 0.00441263 	
 1447.6 	 0.00443274 	
 1457.51 	 0.00444829 	
 1467.52 	 0.0044955 	
 1477.35 	 0.00444511 	
 1487.3 	 0.00446664 	
 1497.72 	 0.00449286 	
 1507.45 	 0.00446571 	
 1517.15 	 0.00450014 	
 1527.62 	 0.00445041 	
 1537.48 	 0.00446475 	
 1547.34 	 0.00447255 	
 1557.54 	 0.00451184 	

	
	
