Start Time:  5/5/2017 1:13:12 PM          Time Completed:  5/5/2017 1:14:48 PM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0386B\FORCexp0386B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#771.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#771.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0386B\FORCexp0386B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#771.dat

***DATA***

Field(G)	 Moment(emu)	
-2790.65 	-0.00489609 	
-2783.44 	-0.00492037 	
-2773.8 	-0.00491737 	
-2763.8 	-0.00493949 	
-2753.61 	-0.00494087 	
-2743.11 	-0.00492482 	
-2733.33 	-0.00492368 	
-2723.34 	-0.00485562 	
-2712.93 	-0.00488935 	
-2703 	-0.00492224 	
-2692.91 	-0.00488486 	
-2683.03 	-0.00488968 	
-2672.56 	-0.00488052 	
-2662.56 	-0.00489254 	
-2652.55 	-0.00488651 	
-2642.47 	-0.00487762 	
-2632.47 	-0.00491048 	
-2621.97 	-0.00485295 	
-2612.31 	-0.00486598 	
-2602.2 	-0.00486708 	
-2591.84 	-0.00486557 	
-2581.86 	-0.00484438 	
-2572.03 	-0.00485959 	
-2561.69 	-0.0048374 	
-2551.67 	-0.00487031 	
-2541.48 	-0.00483583 	
-2531.6 	-0.00481954 	
-2521.59 	-0.00487557 	
-2511.13 	-0.00481367 	
-2501.25 	-0.004833 	
-2490.98 	-0.00480222 	
-2481.04 	-0.00485667 	
-2471.05 	-0.00483747 	
-2460.93 	-0.00480597 	
-2450.85 	-0.00480415 	
-2440.79 	-0.00482484 	
-2430.87 	-0.00482908 	
-2420.35 	-0.00482641 	
-2410.51 	-0.0048168 	
-2400.66 	-0.00483909 	
-2390.39 	-0.00481673 	
-2380.17 	-0.00483803 	
-2370.18 	-0.00480556 	
-2360.21 	-0.00484556 	
-2350.15 	-0.00481987 	
-2339.78 	-0.00480709 	
-2329.87 	-0.00481599 	
-2320.09 	-0.00482031 	
-2309.94 	-0.00480545 	
-2299.41 	-0.00478506 	
-2289.63 	-0.00478011 	
-2279.65 	-0.00476353 	
-2269.3 	-0.00478038 	
-2259.35 	-0.0047643 	
-2249.31 	-0.00478669 	
-2239.05 	-0.0047687 	
-2229.08 	-0.00478029 	
-2219.18 	-0.004769 	
-2209.07 	-0.00478749 	
-2198.7 	-0.00472835 	
-2188.69 	-0.00477178 	
-2178.66 	-0.00474709 	
-2168.82 	-0.00474416 	
-2158.63 	-0.00473716 	
-2148.28 	-0.00475017 	
-2138.4 	-0.00477352 	
-2128.45 	-0.00478365 	
-2118.12 	-0.00472435 	
-2108.24 	-0.00471605 	
-2098.21 	-0.00470489 	
-2087.96 	-0.00469892 	
-2078 	-0.00472103 	
-2067.71 	-0.00469194 	
-2057.66 	-0.00472175 	
-2047.77 	-0.00469391 	
-2037.47 	-0.00470488 	
-2027.45 	-0.00468129 	
-2017.4 	-0.00469967 	
-2007.66 	-0.00468029 	
-1997.17 	-0.0046866 	
-1987.24 	-0.0046751 	
-1977.3 	-0.00468952 	
-1967.08 	-0.00469237 	
-1956.91 	-0.0047241 	
-1947.05 	-0.00466726 	
-1937.01 	-0.0047032 	
-1926.6 	-0.00465673 	
-1916.64 	-0.00466206 	
-1906.52 	-0.00462786 	
-1896.31 	-0.00464209 	
-1886.56 	-0.00465111 	
-1876.03 	-0.00464235 	
-1866.33 	-0.0046269 	
-1856.44 	-0.0046283 	
-1846.12 	-0.00467507 	
-1835.98 	-0.00460612 	
-1826.11 	-0.0045938 	
-1814.71 	-0.00462697 	
-1802.39 	-0.00458604 	
-1792.64 	-0.00459032 	
-1782.39 	-0.00461759 	
-1772.06 	-0.00459367 	
-1762.09 	-0.00459088 	
-1752.25 	-0.00457377 	
-1741.98 	-0.00456522 	
-1731.97 	-0.00461014 	
-1721.59 	-0.00459745 	
-1711.71 	-0.0045877 	
-1701.8 	-0.00458014 	
-1691.44 	-0.00457604 	
-1681.62 	-0.00457421 	
-1671.6 	-0.00456274 	
-1661.3 	-0.00454947 	
-1651.29 	-0.00454575 	
-1641.32 	-0.00452371 	
-1631.33 	-0.0045297 	
-1620.77 	-0.00450553 	
-1610.98 	-0.00450549 	
-1600.78 	-0.00453304 	
-1590.82 	-0.0045327 	
-1580.71 	-0.00448271 	
-1570.43 	-0.00449636 	
-1560.52 	-0.00449023 	
-1550.78 	-0.00449414 	
-1540.46 	-0.00451189 	
-1530.23 	-0.00452476 	
-1520.48 	-0.00450459 	
-1510.3 	-0.00451041 	
-1500.08 	-0.00445468 	
-1490.06 	-0.00445802 	
-1480.17 	-0.00447585 	
-1469.71 	-0.00450577 	
-1459.79 	-0.00445323 	
-1449.7 	-0.00442792 	
-1439.7 	-0.00444331 	
-1429.73 	-0.00442209 	
-1419.37 	-0.00442547 	
-1409.46 	-0.00444667 	
-1399.53 	-0.00446179 	
-1389.26 	-0.00441596 	
-1379.22 	-0.00436778 	
-1369.27 	-0.00439706 	
-1359.16 	-0.00439914 	
-1348.86 	-0.00439831 	
-1338.97 	-0.00441483 	
-1329.02 	-0.00432039 	
-1318.63 	-0.00439089 	
-1308.72 	-0.00436898 	
-1298.72 	-0.00443015 	
-1288.53 	-0.00432333 	
-1278.43 	-0.00434815 	
-1268.2 	-0.00433348 	
-1258.33 	-0.00433768 	
-1248.41 	-0.00432997 	
-1238.04 	-0.00433479 	
-1228.28 	-0.0043207 	
-1217.96 	-0.00434127 	
-1208.08 	-0.00432599 	
-1197.52 	-0.0043338 	
-1187.8 	-0.00437335 	
-1178.08 	-0.00433102 	
-1167.56 	-0.00428278 	
-1157.47 	-0.00428633 	
-1147.66 	-0.00423032 	
-1137.46 	-0.00427169 	
-1127.21 	-0.00427685 	
-1117.19 	-0.0042704 	
-1107.16 	-0.00423422 	
-1097.2 	-0.00425584 	
-1087.08 	-0.00425991 	
-1076.87 	-0.00423702 	
-1066.87 	-0.00428122 	
-1057.05 	-0.0042034 	
-1046.59 	-0.00421296 	
-1036.6 	-0.00422469 	
-1026.89 	-0.00422118 	
-1016.43 	-0.00420479 	
-1006.41 	-0.00417454 	
-996.343 	-0.00417799 	
-986.522 	-0.00417356 	
-976.12 	-0.00414244 	
-965.934 	-0.00412027 	
-956.071 	-0.00415538 	
-946.051 	-0.00418647 	
-936.085 	-0.00415112 	
-925.679 	-0.00412474 	
-915.683 	-0.00411238 	
-905.906 	-0.00414537 	
-895.418 	-0.00414129 	
-885.528 	-0.00411248 	
-875.535 	-0.00411917 	
-865.308 	-0.00407924 	
-855.232 	-0.00412095 	
-845.342 	-0.00403044 	
-835.256 	-0.0040814 	
-824.895 	-0.00400914 	
-815.091 	-0.00408403 	
-804.717 	-0.0039968 	
-794.782 	-0.00403597 	
-785.005 	-0.00402038 	
-774.479 	-0.00401215 	
-764.589 	-0.00399965 	
-754.702 	-0.00395764 	
-744.386 	-0.00398632 	
-734.288 	-0.00403599 	
-724.381 	-0.00397905 	
-714.42 	-0.00399044 	
-703.933 	-0.00396463 	
-694.102 	-0.0039561 	
-683.907 	-0.0039703 	
-673.658 	-0.00389806 	
-663.792 	-0.0039066 	
-653.786 	-0.00392832 	
-643.753 	-0.00393603 	
-633.723 	-0.00390408 	
-623.562 	-0.00387122 	
-613.46 	-0.00382545 	
-603.241 	-0.00387882 	
-593.187 	-0.00391079 	
-583.449 	-0.00380157 	
-573.003 	-0.00382809 	
-563.097 	-0.00390414 	
-552.974 	-0.00390702 	
-542.996 	-0.00387286 	
-533.058 	-0.00382713 	
-522.729 	-0.00372605 	
-512.737 	-0.00373028 	
-502.783 	-0.00381607 	
