Start Time:  5/5/2017 1:20:08 PM          Time Completed:  5/5/2017 1:21:44 PM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0389B\FORCexp0389B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#777.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#777.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0389B\FORCexp0389B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#777.dat

***DATA***

Field(G)	 Moment(emu)	
-2820.91 	-0.00491541 	
-2813.68 	-0.00493849 	
-2804.17 	-0.00492157 	
-2793.67 	-0.00489947 	
-2783.56 	-0.00491003 	
-2773.71 	-0.00488669 	
-2763.39 	-0.00487693 	
-2753.42 	-0.00488407 	
-2743.29 	-0.0048837 	
-2733.19 	-0.00490974 	
-2722.94 	-0.00489969 	
-2713.03 	-0.00487641 	
-2703.14 	-0.00486547 	
-2692.71 	-0.00488895 	
-2682.63 	-0.00488275 	
-2672.7 	-0.00488138 	
-2662.82 	-0.00489597 	
-2652.19 	-0.00492813 	
-2642.28 	-0.00485411 	
-2632.42 	-0.004849 	
-2622.11 	-0.00485537 	
-2612.18 	-0.00485957 	
-2601.79 	-0.00485253 	
-2591.87 	-0.00486134 	
-2582.13 	-0.00483434 	
-2571.71 	-0.00484957 	
-2561.71 	-0.00488381 	
-2551.78 	-0.00488469 	
-2541.5 	-0.0048438 	
-2531.44 	-0.00482398 	
-2521.41 	-0.00485242 	
-2511.45 	-0.0048326 	
-2501.16 	-0.00484715 	
-2491.25 	-0.00486342 	
-2481.31 	-0.00483589 	
-2470.88 	-0.00483838 	
-2460.82 	-0.00483811 	
-2450.71 	-0.0048364 	
-2440.84 	-0.00481694 	
-2430.84 	-0.00484928 	
-2420.51 	-0.00482458 	
-2410.31 	-0.00481758 	
-2400.51 	-0.00483828 	
-2390.52 	-0.00479559 	
-2379.97 	-0.00480118 	
-2370.28 	-0.00480395 	
-2360.46 	-0.00484497 	
-2349.87 	-0.00479766 	
-2340 	-0.00480171 	
-2329.55 	-0.00479245 	
-2319.83 	-0.00479374 	
-2309.72 	-0.00477848 	
-2299.79 	-0.00474887 	
-2289.75 	-0.00478244 	
-2279.27 	-0.00475964 	
-2269.4 	-0.00478459 	
-2259.31 	-0.00475712 	
-2249.01 	-0.00475813 	
-2239.2 	-0.0047784 	
-2229.39 	-0.00477179 	
-2218.94 	-0.004761 	
-2208.97 	-0.00478048 	
-2198.85 	-0.00474094 	
-2188.71 	-0.00477906 	
-2178.7 	-0.0047602 	
-2168.59 	-0.00472915 	
-2158.3 	-0.00473103 	
-2148.67 	-0.0047391 	
-2138.5 	-0.00468873 	
-2128.13 	-0.00469895 	
-2118.22 	-0.00472618 	
-2108.4 	-0.00473423 	
-2097.99 	-0.00473449 	
-2087.91 	-0.00470238 	
-2078.05 	-0.00472222 	
-2067.96 	-0.00469445 	
-2057.62 	-0.00473446 	
-2047.76 	-0.00471652 	
-2037.74 	-0.0047099 	
-2027.41 	-0.00469088 	
-2017.54 	-0.0047263 	
-2007.11 	-0.00467274 	
-1997.34 	-0.00469388 	
-1987.31 	-0.00469502 	
-1977.09 	-0.0046916 	
-1967.15 	-0.00467564 	
-1957.07 	-0.00464172 	
-1946.8 	-0.0046989 	
-1936.85 	-0.00466953 	
-1926.82 	-0.00465437 	
-1916.83 	-0.00463422 	
-1906.3 	-0.00465811 	
-1896.6 	-0.00464877 	
-1886.69 	-0.0046413 	
-1876.35 	-0.00463906 	
-1866.26 	-0.00463806 	
-1856.1 	-0.00464059 	
-1846.26 	-0.00464629 	
-1836.16 	-0.00464778 	
-1825.89 	-0.00464537 	
-1815.81 	-0.00460612 	
-1805.84 	-0.00464105 	
-1795.9 	-0.00456314 	
-1785.54 	-0.00459319 	
-1775.68 	-0.00463247 	
-1765.78 	-0.00459821 	
-1755.34 	-0.00458744 	
-1745.33 	-0.00460851 	
-1735.35 	-0.00461371 	
-1725.15 	-0.00459515 	
-1714.98 	-0.00459939 	
-1704.84 	-0.00456624 	
-1694.99 	-0.00457962 	
-1684.99 	-0.00454792 	
-1674.77 	-0.00454287 	
-1664.62 	-0.00456376 	
-1654.77 	-0.00458264 	
-1644.81 	-0.00450311 	
-1634.46 	-0.00449416 	
-1624.33 	-0.00450328 	
-1614.57 	-0.0045389 	
-1604.05 	-0.00448332 	
-1594.26 	-0.00452318 	
-1584.15 	-0.00450234 	
-1574.25 	-0.00451695 	
-1563.88 	-0.00452755 	
-1553.78 	-0.00451156 	
-1543.87 	-0.0044948 	
-1533.84 	-0.00453636 	
-1523.78 	-0.00450376 	
-1513.42 	-0.00446244 	
-1503.62 	-0.00451421 	
-1493.65 	-0.00445226 	
-1483.24 	-0.00447688 	
-1473.42 	-0.00447131 	
-1463.33 	-0.00451869 	
-1453.07 	-0.00443843 	
-1443.03 	-0.00442629 	
-1433.1 	-0.00444405 	
-1423.07 	-0.00445841 	
-1412.61 	-0.00444868 	
-1402.76 	-0.00445391 	
-1392.83 	-0.00441508 	
-1382.38 	-0.00442038 	
-1372.53 	-0.00441859 	
-1362.24 	-0.00439441 	
-1352.31 	-0.00443173 	
-1342.48 	-0.00442379 	
-1332.39 	-0.0043841 	
-1322.12 	-0.00435791 	
-1309.03 	-0.00437051 	
-1298.65 	-0.00439615 	
-1288.45 	-0.0043537 	
-1278.67 	-0.00432054 	
-1268.56 	-0.00430122 	
-1258.22 	-0.00435731 	
-1248.29 	-0.0043283 	
-1238.07 	-0.00432035 	
-1228.23 	-0.00432157 	
-1218.07 	-0.00431116 	
-1207.79 	-0.00437163 	
-1197.95 	-0.00434004 	
-1188.13 	-0.00431919 	
-1177.62 	-0.00431021 	
-1167.53 	-0.00428119 	
-1157.67 	-0.00426322 	
-1147.47 	-0.00429343 	
-1137.35 	-0.00427228 	
-1127.47 	-0.00428914 	
-1117.49 	-0.00426909 	
-1107.17 	-0.00420805 	
-1097.17 	-0.0042303 	
-1087.32 	-0.0042569 	
-1076.74 	-0.0042161 	
-1066.86 	-0.00422438 	
-1056.77 	-0.0042159 	
-1046.73 	-0.00424929 	
-1036.76 	-0.00420951 	
-1026.67 	-0.0041942 	
-1016.48 	-0.00419686 	
