Start Time:  5/5/2017 1:37:11 AM          Time Completed:  5/5/2017 1:37:38 AM      Elapsed Time:  00:00:27
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0036B\FORCexp0036B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#71.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#71.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0036B\FORCexp0036B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#71.dat

***DATA***

Field(G)	 Moment(emu)	
 747.461 	 0.00401766 	
 754.654 	 0.0040246 	
 764.075 	 0.00399874 	
 774.421 	 0.00404446 	
 784.274 	 0.00403131 	
 794.63 	 0.00407277 	
 804.587 	 0.00403524 	
 814.237 	 0.00405466 	
 824.593 	 0.00401963 	
 834.436 	 0.00407 	
 844.227 	 0.00406896 	
 854.375 	 0.00407346 	
 864.39 	 0.00410581 	
 874.225 	 0.00410011 	
 884.064 	 0.00409892 	
 894.342 	 0.00410785 	
 904.232 	 0.00411416 	
 914.2 	 0.00414246 	
 924.275 	 0.00412706 	
 934.218 	 0.0041269 	
 944.309 	 0.00415941 	
 954.109 	 0.00414804 	
 964.133 	 0.00417356 	
 974.126 	 0.00415205 	
 984.112 	 0.00417884 	
 993.97 	 0.00414729 	
 1003.9 	 0.00417486 	
 1014.14 	 0.00417144 	
 1024.01 	 0.00421191 	
 1033.77 	 0.00423099 	
 1044.23 	 0.00421511 	
 1053.91 	 0.00421646 	
 1063.77 	 0.00424146 	
 1073.91 	 0.00424784 	
 1083.93 	 0.00425317 	
 1094.07 	 0.00423124 	
 1103.61 	 0.00426797 	
 1113.79 	 0.00421365 	
 1123.73 	 0.00425897 	
 1133.77 	 0.00427285 	
 1143.7 	 0.00429125 	
 1153.52 	 0.00427662 	
 1163.8 	 0.00429803 	
 1173.5 	 0.00431878 	
 1183.33 	 0.00428266 	
 1193.67 	 0.0043111 	
 1203.67 	 0.00430096 	
 1213.4 	 0.00430794 	
 1223.25 	 0.0042752 	
 1233.67 	 0.00431235 	
 1243.51 	 0.00431852 	
 1253.14 	 0.00434804 	
 1263.27 	 0.00436175 	
 1273.34 	 0.00436265 	
 1283.36 	 0.00432611 	
 1293.28 	 0.00435267 	
 1303.04 	 0.00434843 	
 1313.23 	 0.00436079 	
 1323.18 	 0.00435943 	
 1332.86 	 0.00439809 	
 1343.04 	 0.00442028 	
 1353.36 	 0.00439985 	
 1363 	 0.00433928 	
 1372.8 	 0.00439673 	
 1383.15 	 0.00439707 	
 1393.01 	 0.00439048 	
 1403 	 0.004453 	
 1413.03 	 0.0044502 	
 1422.86 	 0.00446327 	
 1432.94 	 0.00446147 	
 1442.89 	 0.00446036 	

	
	
