Start Time:  5/5/2017 1:52:31 AM          Time Completed:  5/5/2017 1:53:08 AM      Elapsed Time:  00:00:37
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0051B\FORCexp0051B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#101.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#101.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0051B\FORCexp0051B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#101.dat

***DATA***

Field(G)	 Moment(emu)	
 595.921 	 0.00385449 	
 603.166 	 0.00383973 	
 612.615 	 0.00387933 	
 622.843 	 0.00389102 	
 632.898 	 0.00391477 	
 642.849 	 0.00388547 	
 652.94 	 0.0039275 	
 663.398 	 0.00391233 	
 673.169 	 0.003914 	
 682.849 	 0.00394114 	
 693.387 	 0.00396902 	
 703.175 	 0.00398564 	
 713.453 	 0.00394793 	
 723.242 	 0.00395818 	
 733.019 	 0.00396027 	
 743.535 	 0.00400187 	
 753.296 	 0.00400767 	
 763.342 	 0.00397374 	
 773.236 	 0.00399217 	
 783.193 	 0.00398384 	
 793.625 	 0.0040067 	
 803.563 	 0.00403435 	
 813.275 	 0.00408256 	
 823.678 	 0.00405032 	
 833.431 	 0.00405652 	
 843.759 	 0.00406637 	
 853.433 	 0.00408391 	
 863.399 	 0.00411932 	
 873.673 	 0.00410491 	
 883.599 	 0.00411375 	
 893.574 	 0.00413462 	
 903.445 	 0.00408037 	
 913.725 	 0.00409896 	
 923.577 	 0.00413362 	
 933.466 	 0.00415896 	
 943.843 	 0.00412296 	
 953.58 	 0.00416609 	
 963.81 	 0.00416847 	
 973.718 	 0.00416969 	
 983.682 	 0.00418522 	
 993.882 	 0.00419816 	
 1003.91 	 0.00417232 	
 1013.81 	 0.00418853 	
 1023.6 	 0.00419897 	
 1033.9 	 0.00423458 	
 1043.77 	 0.00423898 	
 1053.66 	 0.00422714 	
 1064.07 	 0.00422838 	
 1073.83 	 0.00421799 	
 1083.75 	 0.00426373 	
 1093.91 	 0.00425208 	
 1103.92 	 0.0042772 	
 1113.78 	 0.00428038 	
 1123.75 	 0.00429571 	
 1133.94 	 0.00425859 	
 1143.95 	 0.00429724 	
 1153.97 	 0.00426785 	
 1163.98 	 0.00428992 	
 1173.91 	 0.00427408 	
 1184.16 	 0.00430141 	
 1194.01 	 0.00430784 	
 1203.92 	 0.00432052 	
 1214.09 	 0.00429287 	
 1224.11 	 0.0043268 	
 1233.98 	 0.00430518 	
 1243.99 	 0.00434521 	
 1254.03 	 0.0043476 	
 1264.15 	 0.00432454 	
 1274.2 	 0.00437858 	
 1284.08 	 0.00435144 	
 1294.27 	 0.00436875 	
 1303.83 	 0.00434287 	
 1314.06 	 0.00438673 	
 1324.31 	 0.0043279 	
 1334.06 	 0.00436808 	
 1344.04 	 0.00438856 	
 1354.38 	 0.0044312 	
 1364.27 	 0.00439785 	
 1374.08 	 0.00438394 	
 1384.27 	 0.00438896 	
 1394.42 	 0.00437337 	
 1404.19 	 0.00443603 	
 1414.26 	 0.00440847 	
 1424.3 	 0.00441623 	
 1434.5 	 0.00445911 	
 1444.3 	 0.00445297 	
 1454.34 	 0.00443883 	
 1464.16 	 0.00444034 	
 1474.63 	 0.00446825 	
 1484.3 	 0.00443941 	
 1494.23 	 0.00444005 	
 1504.56 	 0.00447015 	
 1514.32 	 0.0044677 	
 1524.28 	 0.00451565 	
 1534.41 	 0.00449486 	
 1544.45 	 0.00447013 	
 1554.48 	 0.00447178 	
 1564.29 	 0.00449154 	
 1574.64 	 0.00449988 	
 1584.59 	 0.00451325 	
 1594.6 	 0.00454692 	

	
	
