Start Time:  5/5/2017 4:08:23 AM          Time Completed:  5/5/2017 4:09:53 AM      Elapsed Time:  00:01:30
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0137B\FORCexp0137B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#273.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#273.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0137B\FORCexp0137B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#273.dat

***DATA***

Field(G)	 Moment(emu)	
-273.575 	 0.00262574 	
-266.004 	 0.00262081 	
-256.223 	 0.00265455 	
-246.27 	 0.00272485 	
-236.21 	 0.00268572 	
-225.65 	 0.00273827 	
-215.769 	 0.00274197 	
-205.708 	 0.00277563 	
-195.519 	 0.00277177 	
-185.571 	 0.00279574 	
-175.343 	 0.00279476 	
-165.358 	 0.00283497 	
-155.448 	 0.00285913 	
-145.129 	 0.00285203 	
-134.965 	 0.0028238 	
-125.128 	 0.00287459 	
-115.049 	 0.00288491 	
-104.693 	 0.00292157 	
-94.7725 	 0.00291435 	
-84.8522 	 0.002942 	
-74.558 	 0.00292866 	
-64.4701 	 0.00296755 	
-54.6189 	 0.00296269 	
-44.3044 	 0.00297547 	
-34.2954 	 0.0030306 	
-24.0134 	 0.00303141 	
-13.9009 	 0.00307157 	
-4.10585 	 0.00307616 	
 6.0883 	 0.00308425 	
 16.2068 	 0.00311128 	
 26.1446 	 0.00309489 	
 36.2082 	 0.0030599 	
 46.2883 	 0.00310901 	
 56.3478 	 0.00310832 	
 66.6046 	 0.00316859 	
 76.8992 	 0.0031748 	
 86.8658 	 0.00319981 	
 96.5029 	 0.00317698 	
 107.015 	 0.00320575 	
 116.927 	 0.00320715 	
 127.177 	 0.00322435 	
 136.951 	 0.00321706 	
 147.311 	 0.00322109 	
 157.374 	 0.00328241 	
 167.446 	 0.00328289 	
 177.401 	 0.00332316 	
 187.367 	 0.00330546 	
 197.808 	 0.00331696 	
 207.65 	 0.00331439 	
 217.592 	 0.00336679 	
 228.03 	 0.00336323 	
 237.946 	 0.00337039 	
 247.945 	 0.00339775 	
 257.999 	 0.00342397 	
 268.225 	 0.00341042 	
 278.193 	 0.00342055 	
 288.222 	 0.00343731 	
 298.238 	 0.00343135 	
 308.328 	 0.00345938 	
 318.601 	 0.00340353 	
 328.456 	 0.00345525 	
 338.587 	 0.00347157 	
 348.705 	 0.00352234 	
 358.835 	 0.00354847 	
 368.655 	 0.00355909 	
 379.219 	 0.00355743 	
 388.81 	 0.00355136 	
 399.28 	 0.00355639 	
 409.214 	 0.00355759 	
 419.145 	 0.00360406 	
 429.414 	 0.0036102 	
 439.458 	 0.00360507 	
 449.315 	 0.00360928 	
 459.35 	 0.00363827 	
 469.849 	 0.00365617 	
 479.877 	 0.0036371 	
 489.453 	 0.00364975 	
 499.922 	 0.00367225 	
 509.898 	 0.00367061 	
 520.054 	 0.00370366 	
 530.14 	 0.00369805 	
 539.97 	 0.00373658 	
 550.305 	 0.00369453 	
 560.32 	 0.00375051 	
 570.521 	 0.00376155 	
 580.43 	 0.00371782 	
 590.38 	 0.00375457 	
 600.713 	 0.00377271 	
 610.761 	 0.00379217 	
 620.698 	 0.0038651 	
 630.771 	 0.00380682 	
 641.144 	 0.00386886 	
 650.993 	 0.00383463 	
 660.895 	 0.0038559 	
 671.322 	 0.00387023 	
 681.214 	 0.00385312 	
 691.111 	 0.00385609 	
 701.406 	 0.00387651 	
 711.506 	 0.00390713 	
 721.701 	 0.00389088 	
 731.346 	 0.00391151 	
 741.816 	 0.00390082 	
 751.917 	 0.00395685 	
 761.821 	 0.00394663 	
 771.811 	 0.0039381 	
 781.708 	 0.00397744 	
 792.131 	 0.00396358 	
 802.15 	 0.00397144 	
 811.951 	 0.00400685 	
 822.26 	 0.00394748 	
 832.38 	 0.00398247 	
 845.512 	 0.00405834 	
 855.886 	 0.00402198 	
 865.932 	 0.00402928 	
 876.107 	 0.00396845 	
 885.987 	 0.00403328 	
 896.115 	 0.00406791 	
 906.232 	 0.00403671 	
 916.288 	 0.00402878 	
 926.302 	 0.00404139 	
 936.285 	 0.0041211 	
 946.635 	 0.00410049 	
 956.552 	 0.00410989 	
 966.364 	 0.00414056 	
 976.937 	 0.00415324 	
 986.734 	 0.00414883 	
 996.793 	 0.00415123 	
 1006.98 	 0.004101 	
 1017.04 	 0.0041634 	
 1027.37 	 0.00417379 	
 1037.12 	 0.00415927 	
 1047.3 	 0.00416058 	
 1057.52 	 0.00418253 	
 1067.49 	 0.0041787 	
 1077.34 	 0.00416504 	
 1087.42 	 0.00422726 	
 1097.86 	 0.00419136 	
 1107.61 	 0.00421439 	
 1117.59 	 0.00418573 	
 1127.9 	 0.00425518 	
 1137.92 	 0.00424582 	
 1147.82 	 0.00421448 	
 1158.04 	 0.00426097 	
 1168.16 	 0.0042194 	
 1178.41 	 0.00422419 	
 1188.39 	 0.00425836 	
 1198.13 	 0.00426956 	
 1208.36 	 0.00426046 	
 1218.62 	 0.0042888 	
 1228.51 	 0.00429366 	
 1238.5 	 0.00431113 	
 1248.78 	 0.004326 	
 1258.83 	 0.00433991 	
 1268.59 	 0.0043223 	
 1278.96 	 0.00434327 	
 1289.1 	 0.00430824 	
 1298.97 	 0.00435764 	
 1308.95 	 0.00430886 	
 1319.51 	 0.00438394 	
 1329.47 	 0.00433192 	
 1339.48 	 0.00433931 	
 1349.45 	 0.00431087 	
 1359.42 	 0.00436009 	
 1369.88 	 0.00438727 	
 1379.68 	 0.00435518 	
 1389.66 	 0.00438046 	
 1399.89 	 0.00441815 	
 1409.91 	 0.0043982 	
 1419.78 	 0.00440859 	
 1430.04 	 0.00441976 	
 1440.28 	 0.00442274 	
 1450.1 	 0.00446665 	
 1460.12 	 0.00443291 	
 1473.82 	 0.00446863 	
 1483.69 	 0.00446261 	
 1493.91 	 0.004441 	
 1504.28 	 0.00446436 	
 1513.66 	 0.00447923 	
 1524.2 	 0.00448576 	
 1534.18 	 0.00451018 	
 1544.09 	 0.00448816 	
 1554.44 	 0.00451311 	
 1564.22 	 0.00451205 	
 1574.67 	 0.00452898 	
 1584.46 	 0.00447356 	
 1594.34 	 0.00452362 	
 1604.88 	 0.00446477 	
 1614.72 	 0.00452371 	
 1625.01 	 0.00449292 	
 1634.75 	 0.00449953 	
 1644.81 	 0.00454602 	
 1655.07 	 0.00456023 	
 1665.06 	 0.00452512 	
 1674.87 	 0.00446635 	
 1685.21 	 0.00450652 	
 1695.34 	 0.00455924 	
 1705.15 	 0.00453467 	
 1715.19 	 0.00458627 	
 1725.67 	 0.00455228 	
 1735.42 	 0.00453975 	
 1745.72 	 0.00450702 	
 1755.74 	 0.00458849 	
 1765.71 	 0.00460214 	
 1776.03 	 0.0046018 	
 1786.03 	 0.0045706 	
 1795.79 	 0.00460721 	
 1806.14 	 0.0046258 	
 1816.25 	 0.00459768 	
 1826.15 	 0.00466743 	
 1836.05 	 0.00463488 	
 1846.34 	 0.00462738 	
 1856.51 	 0.00462266 	
 1866.42 	 0.00461663 	
 1876.58 	 0.00462757 	
 1886.66 	 0.00470984 	
 1896.75 	 0.00466969 	
 1906.96 	 0.00469896 	
 1916.85 	 0.00461932 	
 1926.96 	 0.00466075 	
 1936.97 	 0.00466555 	
 1947.11 	 0.00462861 	
 1956.98 	 0.00469992 	
 1967.38 	 0.00465156 	
 1977.31 	 0.00467444 	
 1987.19 	 0.00470245 	
 1997.64 	 0.00473401 	
 2007.49 	 0.0047431 	
 2017.48 	 0.00469613 	
 2027.64 	 0.00472316 	
 2037.84 	 0.00466455 	
 2048.19 	 0.00468129 	
 2057.74 	 0.00472268 	
 2068.05 	 0.00464212 	
 2078.09 	 0.00468808 	
 2088.19 	 0.00468699 	
 2097.99 	 0.00469916 	
 2108.06 	 0.00471207 	
 2118.39 	 0.00468722 	
 2128.31 	 0.00470778 	
 2138.29 	 0.00473122 	
 2148.65 	 0.00472585 	
 2158.51 	 0.0047707 	
 2168.49 	 0.00469069 	
 2178.61 	 0.00474801 	
 2188.94 	 0.0047569 	
 2199.01 	 0.00471975 	
 2208.73 	 0.00474006 	
 2219.13 	 0.0047659 	
 2229.11 	 0.0047967 	
 2239.46 	 0.00473577 	
 2249.24 	 0.00480077 	
 2259.12 	 0.00475277 	
 2269.6 	 0.00481798 	
 2279.42 	 0.00480202 	
 2289.34 	 0.00477183 	
 2299.38 	 0.00480721 	
 2309.76 	 0.00476373 	
 2319.62 	 0.00476574 	
 2329.67 	 0.00486115 	
 2340.04 	 0.00484988 	
 2349.85 	 0.0048253 	
 2360.24 	 0.00480978 	
 2370.06 	 0.00482862 	
 2379.9 	 0.00478171 	
 2390.36 	 0.00471618 	
 2400.24 	 0.00478251 	
 2410.22 	 0.00484534 	
 2420.53 	 0.00478216 	
 2430.49 	 0.00472982 	
 2440.44 	 0.00484648 	
 2450.42 	 0.0048609 	
 2460.9 	 0.00485495 	
 2470.46 	 0.0048423 	

	
	
