Start Time:  5/5/2017 1:17:35 PM          Time Completed:  5/5/2017 1:19:11 PM      Elapsed Time:  00:01:36
Sample ID:     FORC_desvirgao3

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0388B\FORCexp0388B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#775.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#775.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0388B\FORCexp0388B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao3 (ProfileData)\FORC_desvirgao3#775.dat

***DATA***

Field(G)	 Moment(emu)	
-2810.75 	-0.0049556 	
-2803.52 	-0.00488085 	
-2794.14 	-0.00492824 	
-2783.49 	-0.00494229 	
-2773.58 	-0.00490197 	
-2763.58 	-0.0049011 	
-2753.18 	-0.0049235 	
-2743.18 	-0.00488398 	
-2733.17 	-0.00490381 	
-2723.24 	-0.00487989 	
-2712.89 	-0.00489266 	
-2702.76 	-0.00484254 	
-2692.63 	-0.00486954 	
-2682.68 	-0.00486398 	
-2672.69 	-0.00487828 	
-2662.36 	-0.00486461 	
-2652.41 	-0.00488601 	
-2642.47 	-0.0048869 	
-2632.06 	-0.00490093 	
-2622.24 	-0.0048848 	
-2612.06 	-0.00488724 	
-2602.09 	-0.00488836 	
-2591.73 	-0.00484605 	
-2581.78 	-0.00484103 	
-2571.98 	-0.004886 	
-2561.73 	-0.00487282 	
-2551.49 	-0.00485566 	
-2541.6 	-0.0048495 	
-2531.54 	-0.00483447 	
-2521.08 	-0.00484326 	
-2511.12 	-0.00484718 	
-2501.04 	-0.00484764 	
-2491.23 	-0.00482769 	
-2481.1 	-0.00483219 	
-2470.76 	-0.00483002 	
-2460.84 	-0.00483181 	
-2451.12 	-0.00482981 	
-2440.46 	-0.00483673 	
-2430.55 	-0.00482225 	
