Start Time:  5/4/2017 11:40:47 PM         Time Completed:  5/4/2017 11:41:08 PM     Elapsed Time:  00:00:21
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0102B\FORCexp0102B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#203.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#203.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0102B\FORCexp0102B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#203.dat

***DATA***

Field(G)	 Moment(emu)	
-1076.2 	-0.0028815 	
-1074.56 	-0.00283421 	
-1063.43 	-0.00294911 	
-1047.75 	-0.00308334 	
-1028.72 	-0.00305955 	
-1007.85 	-0.00281107 	
-987.476 	-0.00280532 	
-963.41 	-0.00300981 	
-939.673 	-0.00297148 	
-916.421 	-0.0026204 	
-893.519 	-0.00279832 	
-868.886 	-0.00266439 	
-846.324 	-0.00258646 	
-823.968 	-0.00285885 	
-800.603 	-0.00268581 	
-776.856 	-0.00283897 	
-753.882 	-0.00283492 	
-732.155 	-0.00281262 	
-708.596 	-0.00276425 	
-685.995 	-0.00266279 	
-661.849 	-0.00250827 	
-635.519 	-0.00254796 	
-614.741 	-0.00256545 	
-592.521 	-0.00271596 	
-569.703 	-0.0025796 	
-546.834 	-0.00227594 	
-519.711 	-0.00223141 	
-499.212 	-0.00229141 	
-477.591 	-0.00234746 	
-454.971 	-0.00231173 	
-432.135 	-0.00237918 	
-409.248 	-0.00231829 	
-387.349 	-0.00222661 	
-364.366 	-0.00211849 	
-341.06 	-0.00217634 	
-317.877 	-0.00230098 	
-290.472 	-0.0021504 	
-269.77 	-0.00202978 	
-248.321 	-0.00186187 	
-226.11 	-0.00210686 	
-202.567 	-0.00225034 	
-179.725 	-0.00209452 	
-157.581 	-0.00200624 	
-134.972 	-0.00178949 	
-111.434 	-0.00167995 	
-88.3672 	-0.00163012 	
-61.3362 	-0.00175195 	
-40.4326 	-0.00176397 	
-19.5559 	-0.00163605 	
 2.4738 	-0.00137615 	
 26.4524 	-0.00153349 	
 49.5419 	-0.00150191 	
 70.6905 	-0.00168361 	
 94.629 	-0.00173032 	
 118.279 	-0.00169126 	
 141.404 	-0.00159595 	
 164.643 	-0.00134759 	
 190.277 	-0.00133108 	
 210.856 	-0.00110228 	
 232.202 	-0.00114841 	
 256.023 	-0.00127413 	
 279.149 	-0.0010664 	
 300.377 	-0.00098126 	
 323.551 	-0.00086012 	
 347.106 	-0.000793317 	
 370.383 	-0.000841665 	
 393.677 	-0.000972976 	
 418.194 	-0.000674257 	
 440.082 	-0.000676621 	
 462.376 	-0.000594526 	
 485.144 	-0.000421212 	
 507.771 	-0.000460913 	
 534.375 	-0.000655056 	
 554.917 	-0.000585246 	
 576.915 	-0.000583277 	
 599.825 	-0.00032278 	
 619.847 	 0.0000237983 	
 646.96 	 0.0000368002 	
 668.243 	 0.0000627951 	
 690.283 	 0.000244284 	
 713.372 	 0.00023436 	
 737.238 	 0.0006508 	
 763.104 	 0.000950235 	
 784.45 	 0.00140858 	
 806.748 	 0.0014339 	
 829.139 	 0.00140128 	
 851.864 	 0.00171737 	
 874.193 	 0.0019498 	
 895.776 	 0.00208069 	
 918.367 	 0.00216367 	
 942.368 	 0.00243171 	
 965.829 	 0.00260057 	
 992.011 	 0.00276186 	
 1013.22 	 0.00293687 	
 1035.44 	 0.00327461 	
 1057.99 	 0.00355909 	
 1080.89 	 0.00364744 	
 1103.24 	 0.00341092 	
 1124.32 	 0.00357213 	
 1148.13 	 0.00366641 	
 1171.61 	 0.0038034 	
 1194.05 	 0.00389299 	
 1221.64 	 0.00413375 	
 1242.55 	 0.00430535 	
 1264 	 0.00424497 	
 1286.41 	 0.0041396 	
 1309.36 	 0.00418248 	
 1331.66 	 0.00419092 	
 1353.98 	 0.00420132 	
 1376.69 	 0.00444489 	
 1403.53 	 0.00429966 	
 1426.03 	 0.0042766 	
 1447.96 	 0.00452081 	
 1469.16 	 0.00449321 	
 1491.68 	 0.004734 	
 1514.75 	 0.00440345 	
 1538.01 	 0.00435384 	
 1564.76 	 0.0045191 	
 1585.62 	 0.00449727 	
 1606.88 	 0.00462366 	
 1629.8 	 0.00457189 	
 1652.9 	 0.00450676 	
 1675.37 	 0.00436742 	
 1696.26 	 0.00453781 	
 1719.69 	 0.00437735 	
 1743.19 	 0.00433681 	
 1766.6 	 0.00455886 	
 1793.51 	 0.00457849 	
 1813.82 	 0.0047071 	
 1834.34 	 0.00491404 	
 1857.06 	 0.00483237 	
 1880.16 	 0.00446496 	
 1907.74 	 0.00437801 	
 1927.94 	 0.00468194 	
 1949.41 	 0.00472691 	
 1972.24 	 0.00471145 	
 1995.39 	 0.00448799 	
 2017.61 	 0.00467534 	
 2040.17 	 0.00450838 	
 2062.92 	 0.00456297 	
 2086.24 	 0.00470863 	
 2108.29 	 0.00465371 	
 2132.2 	 0.00454934 	
 2157.23 	 0.00476969 	
 2179.41 	 0.00460991 	
 2201.81 	 0.00476878 	
 2224.6 	 0.00487575 	

	
	
