Start Time:  5/4/2017 11:18:35 PM         Time Completed:  5/4/2017 11:18:55 PM     Elapsed Time:  00:00:20
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0068B\FORCexp0068B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#135.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#135.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0068B\FORCexp0068B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#135.dat

***DATA***

Field(G)	 Moment(emu)	
-293.098 	 0.00259059 	
-287.784 	 0.0025876 	
-273.396 	 0.00257356 	
-255.876 	 0.00247866 	
-235.468 	 0.00251936 	
-210.815 	 0.00271911 	
-189.436 	 0.00250265 	
-166.979 	 0.00284371 	
-144.484 	 0.00301224 	
-121.145 	 0.00305195 	
-97.5735 	 0.002828 	
-72.1691 	 0.00282423 	
-50.7609 	 0.00294011 	
-31.5049 	 0.00282325 	
-7.35146 	 0.00277317 	
 20.2336 	 0.00289804 	
 42.2984 	 0.00311489 	
 63.9722 	 0.00290253 	
 86.9636 	 0.00292095 	
 109.322 	 0.00298639 	
 133.224 	 0.00313972 	
 155.464 	 0.00326686 	
 178.219 	 0.00336946 	
 201.398 	 0.00315458 	
 224.773 	 0.00306217 	
 247.842 	 0.00329845 	
 272.651 	 0.0033834 	
 294.409 	 0.00349675 	
 317.187 	 0.00352294 	
 339.198 	 0.00361409 	
 362.717 	 0.00348125 	
 387.383 	 0.00344747 	
 408.236 	 0.00332537 	
 431.673 	 0.00355917 	
 454.832 	 0.00351882 	
 477.784 	 0.00356415 	
 500.197 	 0.00363117 	
 522.046 	 0.0035832 	
 544.811 	 0.00379765 	
 568.404 	 0.00393009 	
 591.699 	 0.00388071 	
 617.552 	 0.00362284 	
 638.871 	 0.00354791 	
 661.204 	 0.00382937 	
 683.902 	 0.00396374 	
 706.76 	 0.00394567 	
 729.061 	 0.00387486 	
 750.859 	 0.00403047 	
 773.738 	 0.00396292 	
 796.762 	 0.00415351 	
 820.686 	 0.00418964 	
 847.002 	 0.00417546 	
 868.009 	 0.0042326 	
 890.121 	 0.00399875 	
 912.949 	 0.00383553 	
 935.675 	 0.00382203 	
 958.117 	 0.00389139 	
 979.782 	 0.00411097 	
 1002.85 	 0.00413231 	
 1026.08 	 0.00426811 	
 1049.56 	 0.00405501 	
 1075.85 	 0.00426954 	
 1096.66 	 0.00416684 	
 1118.68 	 0.00442242 	
 1141.72 	 0.0044818 	
 1164.58 	 0.00427796 	
 1187.21 	 0.00406138 	
 1208.27 	 0.00418461 	
 1231.2 	 0.00452532 	
 1255.31 	 0.00478579 	
 1278.67 	 0.00461181 	
 1304.88 	 0.00417337 	
 1325.14 	 0.00417328 	
 1347.32 	 0.00445718 	
 1370.27 	 0.00451876 	
 1393.37 	 0.00446561 	
 1420.36 	 0.00425424 	
 1440.68 	 0.00419742 	
 1462.22 	 0.00425455 	
 1484.76 	 0.00440301 	
 1507.17 	 0.00438286 	
 1533.9 	 0.00456034 	
 1554.74 	 0.00449052 	
 1576.52 	 0.00458233 	
 1599.18 	 0.00455518 	
 1622.09 	 0.00451716 	
 1645.36 	 0.00445545 	
 1666.83 	 0.0044916 	
 1689.09 	 0.00435912 	
 1712.3 	 0.00438249 	
 1735.31 	 0.00444613 	
 1762.71 	 0.00444509 	
 1783.85 	 0.00463768 	
 1805.13 	 0.0045692 	
 1828.04 	 0.00444452 	
 1850.55 	 0.00457113 	
 1873.83 	 0.00475173 	
 1894.35 	 0.00445817 	
 1917.18 	 0.00420626 	
 1940.64 	 0.00416542 	
 1964.74 	 0.00438401 	
 1991.77 	 0.00483444 	
 2012.61 	 0.00467353 	
 2034.01 	 0.00485451 	
 2056.87 	 0.00484821 	
 2079.35 	 0.00458753 	
 2102.22 	 0.00449906 	
 2123.14 	 0.00479932 	
 2145.78 	 0.00504913 	
 2169.57 	 0.0050333 	
 2193.19 	 0.00486391 	
 2220.07 	 0.00462272 	
 2241.05 	 0.00465951 	
 2262.31 	 0.00460459 	
 2285.04 	 0.00457405 	
 2307.79 	 0.00493374 	
 2330.78 	 0.00504791 	
 2351.55 	 0.00487424 	
 2374.98 	 0.00477468 	
 2398.24 	 0.00463073 	
 2424.99 	 0.0050162 	
 2446.76 	 0.00501845 	
 2468.34 	 0.0048911 	
 2489.51 	 0.00468163 	
 2512.43 	 0.00459309 	
 2535.53 	 0.0046657 	
 2558.04 	 0.00480772 	
 2584.65 	 0.00494948 	
 2605.91 	 0.0051311 	
 2627.07 	 0.00478172 	
 2650.46 	 0.00479194 	
 2673.44 	 0.00474239 	
 2695.83 	 0.00488453 	
 2717.69 	 0.00500994 	
 2740.56 	 0.00501435 	

	
	
