Start Time:  5/4/2017 11:04:12 PM         Time Completed:  5/4/2017 11:04:27 PM     Elapsed Time:  00:00:15
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0043B\FORCexp0043B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#85.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#85.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0043B\FORCexp0043B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#85.dat

***DATA***

Field(G)	 Moment(emu)	
 282.722 	 0.00352836 	
 284.549 	 0.00350566 	
 295.073 	 0.00344925 	
 310.236 	 0.00360264 	
 329.956 	 0.00371043 	
 351.312 	 0.00371719 	
 371.263 	 0.00343909 	
 394.948 	 0.00354294 	
 418.292 	 0.00369887 	
 442.038 	 0.00368224 	
 464.424 	 0.00381678 	
 490.192 	 0.00411154 	
 512.444 	 0.00408215 	
 535.224 	 0.00403408 	
 557.788 	 0.0039515 	
 580.955 	 0.00373678 	
 605.789 	 0.00400327 	
 628.024 	 0.00385903 	
 650.387 	 0.00393774 	
 672.849 	 0.00402101 	
 695.531 	 0.00413827 	
 716.531 	 0.00405025 	
 738.864 	 0.00426287 	
 762.991 	 0.00394389 	
 786.611 	 0.00416427 	
 809.784 	 0.00419719 	
 836.162 	 0.00388068 	
 856.896 	 0.00394924 	
 878.911 	 0.00382884 	
 901.271 	 0.00378651 	
 924.062 	 0.00379858 	
 946.741 	 0.00413891 	
 968.319 	 0.00426197 	
 990.195 	 0.00424364 	
 1014.65 	 0.00410109 	
 1038.05 	 0.00405914 	
 1063.99 	 0.00429454 	
 1085.66 	 0.00411048 	
 1107.61 	 0.00434083 	
 1129.73 	 0.00408745 	
 1152.43 	 0.00400015 	
 1175.36 	 0.00409002 	
 1197.12 	 0.00421153 	
 1219.36 	 0.00431235 	
 1242.75 	 0.00442899 	
 1265.99 	 0.00441915 	
 1293 	 0.00415087 	
 1314.06 	 0.00431019 	
 1335.45 	 0.00417682 	
 1357.78 	 0.00417822 	
 1380.56 	 0.00443477 	
 1403.56 	 0.00457342 	
 1424.9 	 0.00450855 	
 1447.62 	 0.00439631 	
 1470.78 	 0.00427858 	
 1494.09 	 0.00433022 	
 1517.1 	 0.00454583 	
 1541.94 	 0.00437078 	
 1563.68 	 0.00446554 	
 1585.77 	 0.00445252 	
 1608.7 	 0.00430494 	
 1631.8 	 0.00432544 	
 1655.61 	 0.00434494 	
 1677.51 	 0.00454308 	
 1699.61 	 0.00454217 	
 1722.49 	 0.00440708 	
 1745.14 	 0.00441604 	
 1766.21 	 0.00460417 	
 1789.51 	 0.00463939 	
 1812.21 	 0.00463786 	
 1835.96 	 0.00464775 	
 1883.16 	 0.00459441 	
 1905.75 	 0.0045502 	
 1927.93 	 0.00453236 	
 1950.69 	 0.00461778 	
 1973.16 	 0.00474147 	
 1994.03 	 0.00452341 	
 2016.9 	 0.00448648 	
 2040.16 	 0.00461543 	
 2066.48 	 0.00491495 	
 2087.82 	 0.00495329 	
 2107.97 	 0.0047162 	
 2130.81 	 0.00472849 	
 2154.27 	 0.00480875 	
 2177.21 	 0.00483715 	

	
	
