Start Time:  5/4/2017 11:02:03 PM         Time Completed:  5/4/2017 11:02:17 PM     Elapsed Time:  00:00:14
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0039B\FORCexp0039B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#77.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#77.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0039B\FORCexp0039B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#77.dat

***DATA***

Field(G)	 Moment(emu)	
 374.785 	 0.00362792 	
 380.369 	 0.00376925 	
 393.981 	 0.00381129 	
 412.014 	 0.00382856 	
 432.085 	 0.00378833 	
 456.731 	 0.00373587 	
 477.553 	 0.00377747 	
 500.037 	 0.00363411 	
 521.999 	 0.00377041 	
 544.924 	 0.00352357 	
 569.135 	 0.00367138 	
 591.401 	 0.00381959 	
 614.048 	 0.00384051 	
 637.512 	 0.00375931 	
 660.751 	 0.00370835 	
 687.936 	 0.0038558 	
 708.458 	 0.00397898 	
 729.957 	 0.00410592 	
 752.752 	 0.00406267 	
 775.081 	 0.00404621 	
 798.501 	 0.00395646 	
 823.737 	 0.00390295 	
 844.409 	 0.00393548 	
 867.35 	 0.00399678 	
 890.157 	 0.00391429 	
 917.467 	 0.00396471 	
 933.349 	 0.004155 	
 956.877 	 0.00408988 	
 980.152 	 0.00421825 	
 1002.81 	 0.00408441 	
 1026.59 	 0.00393109 	
 1051.47 	 0.00420325 	
 1073.34 	 0.00416411 	
 1096.02 	 0.00414473 	
 1118.44 	 0.00433821 	
 1141.45 	 0.00439321 	
 1161.82 	 0.00420651 	
 1185.43 	 0.00433711 	
 1208.08 	 0.00435338 	
 1231.8 	 0.00426837 	
 1254.84 	 0.0043528 	
 1279.64 	 0.00441574 	
 1300.64 	 0.00428885 	
 1323.64 	 0.00426296 	
 1346.1 	 0.00414478 	
 1369.24 	 0.00417596 	
 1389.99 	 0.00436815 	
 1413.22 	 0.00441087 	
 1435.8 	 0.00430145 	
 1459.72 	 0.004373 	
 1482.94 	 0.00429195 	
 1508.5 	 0.0042589 	
 1528.94 	 0.00431752 	
 1551.26 	 0.0043927 	
 1573.91 	 0.0045739 	
 1596.78 	 0.00462063 	
 1617.77 	 0.00438612 	
 1641.03 	 0.0044859 	
 1663.73 	 0.00437218 	
 1690.65 	 0.00441344 	
 1710.88 	 0.00449315 	
 1730.96 	 0.00436994 	
 1753.92 	 0.00459015 	
 1777.41 	 0.00472271 	
 1800.57 	 0.00453399 	
 1823.73 	 0.00439373 	
 1848.38 	 0.00464936 	
 1870.36 	 0.00465218 	
 1892.26 	 0.00478349 	
 1914.26 	 0.00463064 	
 1937.96 	 0.00449862 	
 1963.73 	 0.00446575 	
 1983.97 	 0.00462489 	
 2005.88 	 0.00475564 	
 2028.65 	 0.00485597 	
 2051.6 	 0.00485798 	
 2073.8 	 0.00462014 	

	
	
