Start Time:  5/4/2017 11:02:35 PM         Time Completed:  5/4/2017 11:02:49 PM     Elapsed Time:  00:00:14
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0040B\FORCexp0040B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#79.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#79.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0040B\FORCexp0040B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#79.dat

***DATA***

Field(G)	 Moment(emu)	
 351.745 	 0.00360282 	
 353.573 	 0.00363269 	
 364.848 	 0.00363259 	
 381.269 	 0.00357612 	
 400.259 	 0.00365932 	
 421.2 	 0.00373119 	
 440.71 	 0.00353182 	
 464.074 	 0.00364665 	
 487.403 	 0.00358115 	
 510.982 	 0.00355635 	
 534.293 	 0.00369531 	
 560.583 	 0.00374515 	
 582.529 	 0.00364665 	
 604.909 	 0.00385662 	
 626.958 	 0.00365378 	
 650.253 	 0.00365135 	
 672.566 	 0.00375575 	
 694.754 	 0.00378154 	
 717.663 	 0.00396036 	
 741.056 	 0.00409831 	
 763.968 	 0.00409051 	
 790.449 	 0.00391966 	
 810.334 	 0.00397664 	
 833.044 	 0.00398489 	
 855.754 	 0.00422994 	
 878.926 	 0.00430989 	
 901.317 	 0.00412314 	
 923.183 	 0.00414131 	
 946.108 	 0.00397143 	
 969.348 	 0.00394922 	
 992.274 	 0.0038435 	
 1018.71 	 0.00417015 	
 1041.73 	 0.00450843 	
 1062.76 	 0.004444 	
 1084.71 	 0.00420367 	
 1108.27 	 0.00408943 	
 1130.27 	 0.00423216 	
 1151.15 	 0.0043226 	
 1173.63 	 0.00421522 	
 1196.44 	 0.00432834 	
 1220.24 	 0.00443443 	
 1246.14 	 0.00449238 	
 1267.67 	 0.0044611 	
 1290.2 	 0.00455966 	
 1312.58 	 0.00455357 	
 1335.25 	 0.00438931 	
 1357.96 	 0.00427259 	
 1379.66 	 0.0042804 	
 1402.02 	 0.00447917 	
 1425.31 	 0.00459456 	
 1447.59 	 0.00445783 	
 1475.54 	 0.0043652 	
 1496.2 	 0.00436551 	
 1517.53 	 0.00428923 	
 1539.64 	 0.004345 	
 1562.63 	 0.00452191 	
 1589.76 	 0.00443546 	
 1610.25 	 0.00457053 	
 1631.72 	 0.00442057 	
 1654.44 	 0.00434519 	
 1674 	 0.00425709 	
 1697.58 	 0.00441287 	
 1722.69 	 0.0042686 	
 1744.73 	 0.00459669 	
 1767.39 	 0.00442444 	
 1790.55 	 0.00441195 	
 1812.9 	 0.00461845 	
 1837.7 	 0.00455239 	
 1859.78 	 0.00474264 	
 1881.86 	 0.00482264 	
 1904.44 	 0.00472753 	
 1927.26 	 0.00457286 	
 1947.66 	 0.00460126 	
 1970.45 	 0.00444501 	
 1994.11 	 0.00478248 	
 2017.67 	 0.00486903 	
 2040.58 	 0.0046458 	
 2066.7 	 0.00445121 	
 2086.91 	 0.00441565 	

	
	
