Start Time:  5/4/2017 11:10:53 PM         Time Completed:  5/4/2017 11:11:10 PM     Elapsed Time:  00:00:17
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0055B\FORCexp0055B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#109.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#109.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0055B\FORCexp0055B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#109.dat

***DATA***

Field(G)	 Moment(emu)	
 7.11218 	 0.00314454 	
 19.6564 	 0.00328147 	
 34.7667 	 0.0032581 	
 53.1971 	 0.00335089 	
 74.4487 	 0.00336326 	
 96.436 	 0.00319662 	
 118.526 	 0.00322081 	
 141.785 	 0.00311602 	
 165.503 	 0.00309715 	
 188.48 	 0.00325882 	
 216.128 	 0.00345705 	
 237.026 	 0.00368457 	
 259.4 	 0.00377855 	
 282.176 	 0.0034206 	
 305.479 	 0.0033568 	
 328.107 	 0.0036034 	
 349.783 	 0.00339513 	
 373.374 	 0.00366715 	
 396.688 	 0.00377785 	
 419.574 	 0.00381378 	
 445.877 	 0.00375002 	
 466.91 	 0.00366822 	
 488.88 	 0.0037768 	
 511.759 	 0.00393543 	
 534.746 	 0.00385186 	
 561.957 	 0.00357291 	
 582.38 	 0.0037142 	
 603.91 	 0.00363871 	
 626.325 	 0.00365154 	
 649.404 	 0.00384513 	
 672.422 	 0.00400641 	
 693.422 	 0.00385417 	
 716.614 	 0.00409219 	
 739.945 	 0.00396061 	
 763.284 	 0.00406435 	
 786.477 	 0.004229 	
 812.66 	 0.00416508 	
 833.141 	 0.00391374 	
 854.735 	 0.00414386 	
 878.093 	 0.00418794 	
 901.389 	 0.0042024 	
 923.265 	 0.00395389 	
 945.712 	 0.00409476 	
 968.818 	 0.00406318 	
 992.191 	 0.00396385 	
 1015.28 	 0.00404378 	
 1041.46 	 0.00419476 	
 1062.63 	 0.0041695 	
 1084.81 	 0.00433011 	
 1106.98 	 0.0040089 	
 1129.99 	 0.00396435 	
 1157.18 	 0.0041251 	
 1177.15 	 0.00420964 	
 1198.6 	 0.00433036 	
 1222.2 	 0.00441331 	
 1241.59 	 0.0042345 	
 1269.21 	 0.00418955 	
 1291.11 	 0.00427843 	
 1312.68 	 0.00419657 	
 1334.73 	 0.00414502 	
 1358.31 	 0.00439084 	
 1381.55 	 0.00432839 	
 1403.3 	 0.00442465 	
 1425.87 	 0.00426799 	
 1449.37 	 0.00415499 	
 1472.35 	 0.00423738 	
 1499.54 	 0.00447608 	
 1520.1 	 0.00460146 	
 1540.66 	 0.00439859 	
 1562.91 	 0.004673 	
 1587.04 	 0.00445214 	
 1614.23 	 0.00466548 	
 1634.71 	 0.00460899 	
 1656.24 	 0.0047381 	
 1678.36 	 0.00478195 	
 1700.97 	 0.00451425 	
 1724.01 	 0.00443905 	
 1745.94 	 0.0044921 	
 1768.4 	 0.00421045 	
 1791.62 	 0.00454631 	
 1814.97 	 0.00476083 	
 1841.82 	 0.00462323 	
 1862.24 	 0.00464951 	
 1883.43 	 0.00456764 	
 1906.24 	 0.00459213 	
 1929.02 	 0.00471503 	
 1952 	 0.00478421 	
 1973.32 	 0.00446304 	
 1996.56 	 0.00454079 	
 2019.74 	 0.00447409 	
 2042.82 	 0.00455691 	
 2069.9 	 0.00482945 	
 2090.91 	 0.00476691 	
 2112 	 0.00482686 	
 2134.85 	 0.00476129 	
 2157.51 	 0.00455237 	
 2180.39 	 0.00454133 	
 2201.43 	 0.00462941 	
 2224.33 	 0.00473528 	
 2247.52 	 0.00480024 	
 2271.06 	 0.00477563 	
 2298.07 	 0.00467863 	
 2319.07 	 0.00468692 	
 2340.48 	 0.00474017 	
 2362.77 	 0.00487891 	
 2385.62 	 0.00502776 	
 2408.53 	 0.00500163 	
 2432.62 	 0.00503076 	
 2455.34 	 0.00497727 	

	
	
