Start Time:  5/4/2017 11:12:37 PM         Time Completed:  5/4/2017 11:12:55 PM     Elapsed Time:  00:00:18
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0058B\FORCexp0058B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#115.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#115.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0058B\FORCexp0058B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#115.dat

***DATA***

Field(G)	 Moment(emu)	
-62.8808 	 0.00307757 	
-60.3683 	 0.00309371 	
-50.143 	 0.00318104 	
-34.213 	 0.00317377 	
-15.4432 	 0.00303835 	
 5.85466 	 0.0030238 	
 26.854 	 0.00316319 	
 49.3977 	 0.00304925 	
 72.549 	 0.00314872 	
 96.2249 	 0.00331014 	
 123.818 	 0.00335185 	
 145.641 	 0.00337637 	
 167.135 	 0.00316497 	
 189.711 	 0.00339049 	
 213.302 	 0.00331052 	
 236.804 	 0.00350259 	
 258.751 	 0.00350431 	
 281.357 	 0.00365722 	
 304.701 	 0.00353869 	
 327.958 	 0.00343924 	
 350.947 	 0.00349987 	
 375.835 	 0.00368862 	
 397.604 	 0.00372422 	
 420.552 	 0.00374137 	
 443.252 	 0.00349374 	
 466.354 	 0.00341131 	
 490.63 	 0.00362116 	
 512.727 	 0.00374247 	
 535.312 	 0.00390549 	
 557.475 	 0.00368634 	
 580.07 	 0.00388937 	
 603.699 	 0.00376417 	
 625.801 	 0.00352282 	
 648.679 	 0.00358276 	
 671.856 	 0.00387688 	
 695.017 	 0.0040235 	
 721.152 	 0.00386596 	
 741.72 	 0.00380514 	
 763.454 	 0.00366473 	
 786.328 	 0.00385099 	
 809.753 	 0.00421835 	
 832.493 	 0.00421401 	
 854.359 	 0.00426968 	
 877.568 	 0.00422447 	
 900.571 	 0.00394127 	
 923.918 	 0.00389519 	
 949.88 	 0.00417908 	
 970.624 	 0.00425662 	
 992.274 	 0.00405997 	
 1015.65 	 0.00411574 	
 1038.61 	 0.0040093 	
 1061.61 	 0.00403838 	
 1083.35 	 0.00410408 	
 1104.85 	 0.00405357 	
 1128.89 	 0.00415952 	
 1152.57 	 0.00424772 	
 1179.47 	 0.00417936 	
 1203.34 	 0.00417124 	
 1222.58 	 0.00426723 	
 1244.1 	 0.00444922 	
 1266.98 	 0.00433528 	
 1289.83 	 0.00424573 	
 1312.01 	 0.00446172 	
 1335.01 	 0.0043267 	
 1358.01 	 0.00416814 	
 1381.47 	 0.00408725 	
 1404.33 	 0.00436009 	
 1429.27 	 0.00428945 	
 1450.51 	 0.00421522 	
 1473.15 	 0.00409895 	
 1496.27 	 0.00402786 	
 1519.35 	 0.00417865 	
 1539.84 	 0.00430751 	
 1562.86 	 0.0044017 	
 1586.57 	 0.00451763 	
 1609.98 	 0.00442588 	
 1632.99 	 0.0043529 	
 1658.93 	 0.00439299 	
 1679.77 	 0.00446552 	
 1701.87 	 0.004518 	
 1724.43 	 0.00462288 	
 1747.35 	 0.00460177 	
 1769.95 	 0.00446785 	
 1792 	 0.00461862 	
 1814.1 	 0.00449514 	
 1837.58 	 0.00445909 	
 1860.91 	 0.00474857 	
 1887.24 	 0.00485781 	
 1907.77 	 0.00486349 	
 1930 	 0.00466031 	
 1952.75 	 0.00452482 	
 1975.38 	 0.00454942 	
 1998.01 	 0.0046844 	
 2020.17 	 0.00475336 	
 2042.71 	 0.00472623 	
 2066.06 	 0.00465546 	
 2089.14 	 0.00447236 	
 2112.17 	 0.00449481 	
 2136.87 	 0.00461422 	
 2158.68 	 0.00475607 	
 2180.7 	 0.00453533 	
 2203.91 	 0.00445714 	
 2226.51 	 0.00458901 	
 2251.49 	 0.0047342 	
 2270.21 	 0.00491762 	
 2293.55 	 0.00489977 	
 2316.95 	 0.00484777 	
 2339.61 	 0.00485786 	
 2366.22 	 0.00496405 	
 2389.29 	 0.00509228 	
 2410.18 	 0.00471414 	
 2432.57 	 0.00481316 	
 2454.97 	 0.0049627 	
 2477.2 	 0.00501254 	
 2499.17 	 0.00501415 	

	
	
