Start Time:  5/4/2017 11:17:58 PM         Time Completed:  5/4/2017 11:18:18 PM     Elapsed Time:  00:00:20
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0067B\FORCexp0067B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#133.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#133.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0067B\FORCexp0067B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#133.dat

***DATA***

Field(G)	 Moment(emu)	
-270.079 	 0.00267586 	
-264.184 	 0.00273272 	
-250.424 	 0.00282745 	
-232.356 	 0.00279621 	
-212.422 	 0.00262468 	
-186.357 	 0.0026298 	
-166.175 	 0.00265238 	
-144.154 	 0.00267 	
-121.279 	 0.00292918 	
-98.2223 	 0.00306981 	
-75.0317 	 0.00286375 	
-52.7998 	 0.00303909 	
-30.6193 	 0.00304929 	
-6.54948 	 0.00296591 	
 16.7188 	 0.00318476 	
 40.337 	 0.00327501 	
 64.9349 	 0.00301153 	
 87.7307 	 0.00312505 	
 109.569 	 0.00326239 	
 133.97 	 0.00324762 	
 156.715 	 0.00334445 	
 179.053 	 0.00347006 	
 200.317 	 0.00353826 	
 223.99 	 0.00333954 	
 247.229 	 0.00322353 	
 270.571 	 0.00329869 	
 296.5 	 0.00356655 	
 318.361 	 0.00332954 	
 339.846 	 0.00331665 	
 363.051 	 0.00346775 	
 385.175 	 0.00355179 	
 408.391 	 0.0035132 	
 430.371 	 0.00338544 	
 453.339 	 0.00348446 	
 476.585 	 0.00375768 	
 499.95 	 0.0038164 	
 526.085 	 0.00355882 	
 546.905 	 0.00355481 	
 568.821 	 0.00350919 	
 591.797 	 0.00364648 	
 614.562 	 0.00378501 	
 640.703 	 0.00383432 	
 658.327 	 0.00366408 	
 681.561 	 0.00361151 	
 705.334 	 0.00372835 	
 728.526 	 0.00393438 	
 755.078 	 0.00415321 	
 775.781 	 0.0041236 	
 797.21 	 0.00395391 	
 820.881 	 0.00406279 	
 843.894 	 0.00398756 	
 870.257 	 0.00406587 	
 889.972 	 0.00420809 	
 913.412 	 0.00417637 	
 935.86 	 0.00403876 	
 958.986 	 0.00397071 	
 979.535 	 0.00418873 	
 1002.96 	 0.00419469 	
 1025.86 	 0.00424307 	
 1049.64 	 0.00424409 	
 1097.65 	 0.00419651 	
 1119.47 	 0.00406516 	
 1142.21 	 0.00407452 	
 1164.75 	 0.00437126 	
 1187.77 	 0.00438578 	
 1208.92 	 0.00425817 	
 1231.16 	 0.00410737 	
 1254.64 	 0.00410322 	
 1278.09 	 0.0043323 	
 1304.08 	 0.00413639 	
 1323.6 	 0.00411457 	
 1346.38 	 0.00447325 	
 1369.81 	 0.00470655 	
 1393.11 	 0.00445984 	
 1416.09 	 0.00411569 	
 1442.25 	 0.00420757 	
 1463.29 	 0.0042142 	
 1484.7 	 0.00446807 	
 1507.7 	 0.00462174 	
 1530.76 	 0.0045503 	
 1551.86 	 0.00436267 	
 1575.23 	 0.00427092 	
 1598.7 	 0.00417488 	
 1621.71 	 0.0042867 	
 1645.13 	 0.00454843 	
 1670.89 	 0.00469717 	
 1690.8 	 0.00468095 	
 1712.58 	 0.00458549 	
 1735.79 	 0.00449499 	
 1758.86 	 0.00466554 	
 1784.88 	 0.00480832 	
 1806.3 	 0.00484521 	
 1828.99 	 0.0048585 	
 1851.31 	 0.00465599 	
 1870.93 	 0.00446826 	
 1898.29 	 0.00448699 	
 1920.07 	 0.00441723 	
 1941.64 	 0.00478429 	
 1964.54 	 0.00493747 	
 1987.17 	 0.00464523 	
 2014.43 	 0.00455205 	
 2035.33 	 0.00461789 	
 2056.76 	 0.00467472 	
 2079.01 	 0.00482554 	
 2102.15 	 0.00485445 	
 2125.07 	 0.00479479 	
 2146.25 	 0.00466465 	
 2169.06 	 0.00458771 	
 2191.43 	 0.00473825 	
 2215.54 	 0.00484983 	
 2239.2 	 0.00487627 	
 2263.94 	 0.00485429 	
 2285.65 	 0.00472076 	
 2308.23 	 0.0045987 	
 2331.03 	 0.00469292 	
 2353.63 	 0.00497349 	
 2375.46 	 0.00464808 	
 2399.27 	 0.00438326 	
 2422 	 0.00462554 	
 2444.59 	 0.00465652 	
 2467.62 	 0.00455657 	
 2490.18 	 0.00462685 	
 2511.76 	 0.00468138 	
 2534.63 	 0.00488695 	
 2557.98 	 0.00504044 	
 2580.39 	 0.00484752 	
 2607.58 	 0.00468093 	
 2627.13 	 0.0047772 	
 2650.1 	 0.0047503 	
 2673.14 	 0.00491664 	
 2696.12 	 0.00498812 	
 2721.7 	 0.00492915 	
 2742.77 	 0.00508027 	

	
	
