Start Time:  5/4/2017 10:56:36 PM         Time Completed:  5/4/2017 10:56:47 PM     Elapsed Time:  00:00:11
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0028B\FORCexp0028B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#55.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#55.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0028B\FORCexp0028B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#55.dat

***DATA***

Field(G)	 Moment(emu)	
 628.224 	 0.00389429 	
 629.485 	 0.0039337 	
 639.905 	 0.00402053 	
 656.372 	 0.00406352 	
 675.643 	 0.00407511 	
 696.36 	 0.00393244 	
 716.398 	 0.00394853 	
 739.41 	 0.00382781 	
 762.888 	 0.00376968 	
 786.38 	 0.00399103 	
 808.971 	 0.00398264 	
 835.534 	 0.00368793 	
 856.582 	 0.00377589 	
 877.846 	 0.00414457 	
 901.085 	 0.0043163 	
 924.032 	 0.00414547 	
 950.394 	 0.00400522 	
 971.663 	 0.00417003 	
 993.555 	 0.00421677 	
 1015.7 	 0.00400377 	
 1038.58 	 0.00382137 	
 1060.98 	 0.00418339 	
 1082.81 	 0.00433808 	
 1104.6 	 0.00414502 	
 1128.38 	 0.00412059 	
 1151.56 	 0.00403324 	
 1177.92 	 0.00412592 	
 1198.54 	 0.00415249 	
 1220.67 	 0.00423039 	
 1242.8 	 0.00446273 	
 1265.48 	 0.00469799 	
 1287.95 	 0.00436062 	
 1309.13 	 0.00419687 	
 1332.14 	 0.00439718 	
 1355.62 	 0.00451297 	
 1378.72 	 0.00452744 	
 1404.64 	 0.00445264 	
 1425.28 	 0.00431783 	
 1447.44 	 0.00429406 	
 1468.94 	 0.00456035 	
 1491.72 	 0.00435987 	
 1514.75 	 0.00442579 	
 1536.92 	 0.00467319 	
 1559.61 	 0.00463283 	
 1582.6 	 0.00453474 	
 1605.67 	 0.00440886 	
 1631.37 	 0.00444764 	
 1651.84 	 0.00463711 	
 1673.54 	 0.00473348 	
 1695.7 	 0.00480188 	
 1718.08 	 0.00469556 	
 1744.38 	 0.00465584 	
 1764.8 	 0.00457189 	
 1786.85 	 0.00471414 	
 1810.41 	 0.00473699 	

	
	
