Start Time:  5/4/2017 11:13:47 PM         Time Completed:  5/4/2017 11:14:05 PM     Elapsed Time:  00:00:18
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0060B\FORCexp0060B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#119.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#119.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0060B\FORCexp0060B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#119.dat

***DATA***

Field(G)	 Moment(emu)	
-108.232 	 0.00293719 	
-97.3469 	 0.0029083 	
-80.4997 	 0.00286472 	
-61.2848 	 0.00301767 	
-40.1546 	 0.00311873 	
-15.2067 	 0.00320562 	
 5.6382 	 0.00322483 	
 28.0175 	 0.00307349 	
 50.8753 	 0.00294125 	
 73.9132 	 0.00286315 	
 97.0692 	 0.00316826 	
 119.36 	 0.00324626 	
 143.515 	 0.00341109 	
 166.069 	 0.00340954 	
 190.128 	 0.00333133 	
 217.724 	 0.00340309 	
 238.354 	 0.00337229 	
 259.976 	 0.00361453 	
 282.619 	 0.0036695 	
 305.412 	 0.00360625 	
 328.524 	 0.00345403 	
 348.738 	 0.00343805 	
 372.793 	 0.00328882 	
 396.353 	 0.00360469 	
 419.718 	 0.0037966 	
 446.839 	 0.003608 	
 467.728 	 0.00367504 	
 489.014 	 0.00352623 	
 511.245 	 0.0038559 	
 534.082 	 0.00390004 	
 557.403 	 0.00385218 	
 578.593 	 0.00368079 	
 602.552 	 0.00374935 	
 625.677 	 0.00361558 	
 649.224 	 0.00358796 	
 671.917 	 0.0038278 	
 696.946 	 0.00390279 	
 718.842 	 0.00409924 	
 741.154 	 0.0041415 	
 763.834 	 0.00408934 	
 787.023 	 0.00389242 	
 807.829 	 0.00404803 	
 831.217 	 0.00412193 	
 854.622 	 0.00422552 	
 878.01 	 0.00422058 	
 900.792 	 0.00396697 	
 925.626 	 0.00412518 	
 946.741 	 0.00429468 	
 969.25 	 0.00429147 	
 992.742 	 0.0042765 	
 1016.1 	 0.00425104 	
 1040.73 	 0.00426635 	
 1062.64 	 0.00417396 	
 1084.88 	 0.00414313 	
 1107.46 	 0.00425983 	
 1130.56 	 0.00432084 	
 1151.33 	 0.00407229 	
 1173.91 	 0.00400499 	
 1198.1 	 0.00408351 	
 1221.24 	 0.00407707 	
 1243.83 	 0.00415794 	
 1270.17 	 0.00435398 	
 1290.65 	 0.00433356 	
 1312.93 	 0.00420923 	
 1335.66 	 0.00420194 	
 1358.86 	 0.00436 	
 1381.65 	 0.0045196 	
 1403.54 	 0.00437399 	
 1426.28 	 0.00448095 	
 1449.31 	 0.00430741 	
 1472.87 	 0.00421729 	
 1499.13 	 0.00420727 	
 1519.89 	 0.00434558 	
 1541.89 	 0.00437351 	
 1564.72 	 0.0044976 	
 1587.56 	 0.00471747 	
 1610.03 	 0.0047478 	
 1631.6 	 0.00451813 	
 1653.93 	 0.00463944 	
 1677.38 	 0.00458894 	
 1701.04 	 0.00475662 	
 1727.05 	 0.00468844 	
 1748.64 	 0.00467138 	
 1770.76 	 0.00437615 	
 1793.26 	 0.00430356 	
 1815.71 	 0.00453004 	
 1838.54 	 0.00465158 	
 1858.99 	 0.00440466 	
 1886.93 	 0.00464668 	
 1909.38 	 0.0045233 	
 1928.38 	 0.00443863 	
 1954.89 	 0.00463048 	
 1976.63 	 0.00443751 	
 1998.8 	 0.00472841 	
 2021.52 	 0.00483123 	
 2044.36 	 0.00472821 	
 2069.76 	 0.00459361 	
 2090.98 	 0.0043031 	
 2113.39 	 0.00440259 	
 2134.94 	 0.00447153 	
 2158.2 	 0.00481201 	
 2180.83 	 0.00453606 	
 2202.78 	 0.00451835 	
 2225.8 	 0.00449816 	
 2249.1 	 0.00457907 	
 2272.37 	 0.00490805 	
 2297.98 	 0.00500389 	
 2319.01 	 0.00477999 	
 2341.08 	 0.00472556 	
 2362.79 	 0.00471759 	
 2385.42 	 0.00456312 	
 2411.98 	 0.00481909 	
 2432.67 	 0.00471713 	
 2455.04 	 0.00483226 	
 2477.81 	 0.00494165 	
 2500.51 	 0.00489096 	
 2522.61 	 0.00493642 	
 2543.84 	 0.00498561 	
 2567.12 	 0.00473462 	

	
	
