Start Time:  5/4/2017 11:08:38 PM         Time Completed:  5/4/2017 11:08:55 PM     Elapsed Time:  00:00:17
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0051B\FORCexp0051B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#101.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#101.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0051B\FORCexp0051B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#101.dat

***DATA***

Field(G)	 Moment(emu)	
 98.6188 	 0.00330008 	
 104.616 	 0.00328398 	
 118.526 	 0.00330448 	
 136.066 	 0.00333774 	
 156.046 	 0.00346298 	
 180.732 	 0.00349963 	
 201.362 	 0.00335415 	
 223.805 	 0.00329337 	
 246.812 	 0.00345813 	
 269.408 	 0.00363456 	
 291.763 	 0.00345208 	
 314.129 	 0.00352476 	
 340.845 	 0.00367343 	
 362.887 	 0.00341967 	
 385.438 	 0.0035563 	
 408.391 	 0.00368629 	
 429.722 	 0.00366494 	
 453.319 	 0.00383932 	
 476.853 	 0.0037727 	
 500.047 	 0.0036409 	
 527.001 	 0.00364855 	
 547.137 	 0.00390747 	
 568.97 	 0.00407492 	
 591.915 	 0.00405139 	
 614.897 	 0.00373289 	
 641.933 	 0.00367591 	
 662.711 	 0.00373137 	
 684.313 	 0.00372365 	
 707.032 	 0.00395119 	
 726.849 	 0.00407966 	
 753.714 	 0.00408137 	
 774.649 	 0.00415306 	
 797.724 	 0.00388472 	
 820.819 	 0.00380686 	
 843.853 	 0.00403564 	
 866.815 	 0.00421363 	
 892.627 	 0.00410482 	
 912.934 	 0.00398168 	
 934.496 	 0.00420935 	
 958.034 	 0.0040852 	
 981.212 	 0.00429122 	
 1003.86 	 0.00432815 	
 1025.2 	 0.0041413 	
 1048.16 	 0.00428479 	
 1072.17 	 0.00405737 	
 1095.1 	 0.00403435 	
 1121.28 	 0.0044025 	
 1141.21 	 0.00431554 	
 1166.36 	 0.00409337 	
 1187.77 	 0.0040215 	
 1209.73 	 0.00432894 	
 1235.28 	 0.00448352 	
 1255.34 	 0.00427129 	
 1277.94 	 0.00419122 	
 1300.54 	 0.00430903 	
 1323.87 	 0.00435402 	
 1346.75 	 0.00455555 	
 1368.6 	 0.00460802 	
 1391.39 	 0.00451374 	
 1414.94 	 0.0042665 	
 1437.84 	 0.00417738 	
 1463.5 	 0.00447337 	
 1484.36 	 0.00466346 	
 1506.95 	 0.00460784 	
 1529.39 	 0.00436679 	
 1552.55 	 0.00419948 	
 1574.84 	 0.00425202 	
 1596.86 	 0.00428676 	
 1619.23 	 0.00434654 	
 1646.02 	 0.00436337 	
 1667.17 	 0.00465121 	
 1688.7 	 0.0047822 	
 1710.19 	 0.004603 	
 1733.14 	 0.00453643 	
 1756.41 	 0.00448959 	
 1779.55 	 0.00455155 	
 1804.6 	 0.00444747 	
 1826.48 	 0.00465975 	
 1848.64 	 0.00489865 	
 1871.07 	 0.00489879 	
 1897.37 	 0.00464461 	
 1918.43 	 0.00460734 	
 1939.6 	 0.00440911 	
 1962.39 	 0.00447651 	
 1985.35 	 0.00471384 	
 2012.8 	 0.00483557 	
 2032.34 	 0.00473435 	
 2053.31 	 0.00481917 	
 2076.02 	 0.00499749 	
 2099.65 	 0.00498061 	
 2122.48 	 0.00493694 	
 2144.18 	 0.00491051 	
 2166.75 	 0.00484261 	
 2190.2 	 0.00475768 	
 2213.05 	 0.0046454 	
 2240.46 	 0.00476339 	
 2260.52 	 0.00488532 	
 2281.35 	 0.00458772 	
 2304.27 	 0.00456861 	
 2327.79 	 0.00456213 	
 2350.73 	 0.00468321 	

	
	
