Lake Shore Cryotronics Inc. FORC Data File (Version 1.0.15.0)

Units of measure	cgs

Averaging time		100.000E-3
Hb1       		-1.66667E3
Hb2       		1.25000E3
Hc2       		1.66667E3
HCal      		2.91667E3
HSat      		3.75000E3
NForc     		200       
PauseCal  		0.00000
PauseRvrsl		1.00000
PauseSat  		1.00000
SlewRate  		10.0000E3
Smoothing 		1         

Field			Moment
(Oe)			(emu)
1.00000		1.00000

1.24889E3		4.35345E-3

1.00000		1.00000

1.22583E3		4.32951E-3
1.22694E3		4.33047E-3
1.22807E3		4.33198E-3
1.23527E3		4.42306E-3

1.00000		1.00000

1.20269E3		4.33313E-3
1.20471E3		4.26758E-3
1.21383E3		4.28069E-3
1.22752E3		4.29379E-3
1.24287E3		4.36492E-3
1.26000E3		4.40030E-3

1.00000		1.00000

1.17975E3		4.28772E-3
1.18087E3		4.28902E-3
1.18115E3		4.28008E-3
1.18608E3		4.43091E-3
1.19743E3		4.41411E-3
1.21334E3		4.40556E-3
1.23095E3		4.45736E-3
1.25225E3		4.49350E-3

1.00000		1.00000

1.15658E3		4.31517E-3
1.15788E3		4.27824E-3
1.16290E3		4.18232E-3
1.17577E3		4.10065E-3
1.19204E3		4.13205E-3
1.21015E3		4.26584E-3
1.23324E3		4.37183E-3
1.25150E3		4.36156E-3
1.27099E3		4.44419E-3
1.29094E3		4.44030E-3

1.00000		1.00000

1.13320E3		4.30756E-3
1.13482E3		4.27644E-3
1.13583E3		4.28759E-3
1.14564E3		4.33277E-3
1.16032E3		4.38498E-3
1.17808E3		4.37374E-3
1.20072E3		4.20148E-3
1.21974E3		4.34641E-3
1.23930E3		4.23255E-3
1.26042E3		4.24801E-3
1.28183E3		4.44454E-3
1.30243E3		4.20696E-3

1.00000		1.00000

1.11018E3		4.24822E-3
1.11177E3		4.25213E-3
1.11389E3		4.25282E-3
1.12341E3		4.36241E-3
1.13884E3		4.33105E-3
1.15645E3		4.40447E-3
1.17619E3		4.41312E-3
1.19488E3		4.16442E-3
1.21669E3		4.23807E-3
1.23873E3		4.19817E-3
1.26071E3		4.13639E-3
1.28233E3		4.27313E-3
1.30694E3		4.32028E-3
1.32618E3		4.38138E-3

