Start Time:  5/4/2017 11:11:27 PM         Time Completed:  5/4/2017 11:11:45 PM     Elapsed Time:  00:00:18
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0056B\FORCexp0056B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#111.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#111.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0056B\FORCexp0056B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#111.dat

***DATA***

Field(G)	 Moment(emu)	
-16.7901 	 0.00313482 	
-14.4973 	 0.0030498 	
-4.07158 	 0.0030667 	
 11.8742 	 0.00321197 	
 30.5606 	 0.00316087 	
 51.2768 	 0.00311449 	
 71.4576 	 0.00340297 	
 95.8594 	 0.00334916 	
 119.092 	 0.00337963 	
 143.211 	 0.003427 	
 191.935 	 0.00303621 	
 214.465 	 0.00304473 	
 236.707 	 0.00335689 	
 259.796 	 0.00362664 	
 282.552 	 0.00368518 	
 303.903 	 0.00335046 	
 327.474 	 0.00345932 	
 350.978 	 0.00352985 	
 374.404 	 0.0034791 	
 396.909 	 0.00360954 	
 426.12 	 0.00375143 	
 444.698 	 0.00373919 	
 466.648 	 0.0037918 	
 488.931 	 0.00369032 	
 512.181 	 0.00362864 	
 534.627 	 0.00355782 	
 556.476 	 0.0035394 	
 579.54 	 0.00375014 	
 602.449 	 0.00377308 	
 625.399 	 0.0035357 	
 652.415 	 0.00369101 	
 673.502 	 0.0036044 	
 695.748 	 0.00362383 	
 718.579 	 0.0038234 	
 741.437 	 0.00400062 	
 763.634 	 0.00415172 	
 785.33 	 0.00409141 	
 808.292 	 0.00385062 	
 831.763 	 0.00383675 	
 854.524 	 0.00390282 	
 881.231 	 0.00419061 	
 902.634 	 0.00444988 	
 925.241 	 0.00436066 	
 947.621 	 0.00414239 	
 970.3 	 0.00403767 	
 992.69 	 0.00407029 	
 1014.07 	 0.00382381 	
 1036.38 	 0.00386356 	
 1060.7 	 0.00401628 	
 1084.17 	 0.00401276 	
 1110.88 	 0.0039517 	
 1131.67 	 0.00408368 	
 1153.3 	 0.00422332 	
 1175.72 	 0.00439877 	
 1198.5 	 0.00442724 	
 1225.69 	 0.0041657 	
 1244.95 	 0.00421258 	
 1268.96 	 0.00411376 	
 1290.85 	 0.00420957 	
 1313.13 	 0.00413318 	
 1335.16 	 0.0040747 	
 1357.44 	 0.0039818 	
 1380.9 	 0.00404583 	
 1404.09 	 0.00440806 	
 1427.35 	 0.00460201 	
 1453.96 	 0.00438256 	
 1474.38 	 0.00433474 	
 1494.92 	 0.00449071 	
 1517.64 	 0.00441161 	
 1541.1 	 0.00458049 	
 1564.7 	 0.00432127 	
 1586.7 	 0.00444214 	
 1609.08 	 0.00433579 	
 1632.13 	 0.00438017 	
 1655.58 	 0.0044682 	
 1681.12 	 0.00471738 	
 1702.32 	 0.00485227 	
 1723.55 	 0.00462909 	
 1747.15 	 0.0045626 	
 1770.04 	 0.00452128 	
 1792.56 	 0.00466104 	
 1817.04 	 0.00445198 	
 1839.94 	 0.00456258 	
 1862.05 	 0.00436009 	
 1884.57 	 0.0043754 	
 1907.12 	 0.0046019 	
 1928.71 	 0.00450493 	
 1950.99 	 0.00450432 	
 1974.65 	 0.00471599 	
 1996.85 	 0.00471317 	
 2023.49 	 0.00467629 	
 2045.07 	 0.00437082 	
 2067.47 	 0.00448349 	
 2089.85 	 0.00477576 	
 2112.84 	 0.00490929 	
 2134.86 	 0.00481174 	
 2156.27 	 0.00500285 	
 2179.41 	 0.00469334 	
 2205.55 	 0.00462709 	
 2227.08 	 0.00442797 	
 2249.23 	 0.00446266 	
 2270.11 	 0.00483535 	
 2293.07 	 0.00487796 	
 2316.72 	 0.00481747 	
 2340.1 	 0.00474361 	
 2365.98 	 0.00482032 	
 2386.58 	 0.00498368 	
 2408.14 	 0.00493946 	
 2431.59 	 0.00493687 	
 2454.56 	 0.00480481 	
 2477.49 	 0.00471076 	

	
	
