Start Time:  5/4/2017 11:15:34 PM         Time Completed:  5/4/2017 11:15:53 PM     Elapsed Time:  00:00:19
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0063B\FORCexp0063B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#125.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#125.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0063B\FORCexp0063B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#125.dat

***DATA***

Field(G)	 Moment(emu)	
-177.912 	 0.0028288 	
-177.706 	 0.00284156 	
-165.577 	 0.00283646 	
-149.43 	 0.00274469 	
-130.366 	 0.00278948 	
-109.303 	 0.00303953 	
-84.1863 	 0.00311499 	
-63.8797 	 0.00288272 	
-41.102 	 0.00285683 	
-18.1267 	 0.00298563 	
 4.63838 	 0.00304161 	
 28.0483 	 0.00317606 	
 50.6745 	 0.00334761 	
 73.1359 	 0.00310691 	
 96.9817 	 0.00300973 	
 121.11 	 0.00313376 	
 147.989 	 0.00329335 	
 168.695 	 0.00345185 	
 191.292 	 0.00349733 	
 213.987 	 0.00346296 	
 236.238 	 0.00337473 	
 259.328 	 0.00323542 	
 280.776 	 0.00344708 	
 304.047 	 0.00367932 	
 327.824 	 0.00375127 	
 350.978 	 0.00362316 	
 377.976 	 0.00352785 	
 398.885 	 0.003489 	
 420.351 	 0.00340999 	
 442.938 	 0.00356055 	
 465.587 	 0.00377705 	
 492.822 	 0.00376662 	
 513.293 	 0.00376943 	
 535.08 	 0.00355143 	
 557.835 	 0.00356267 	
 580.734 	 0.00379282 	
 604.43 	 0.00391458 	
 626.578 	 0.00387083 	
 648.777 	 0.00398723 	
 670.97 	 0.00395011 	
 694.271 	 0.00393127 	
 722.094 	 0.00407541 	
 742.78 	 0.00394374 	
 764.385 	 0.00416448 	
 786.992 	 0.00415541 	
 809.784 	 0.00392934 	
 832.792 	 0.00384062 	
 854.272 	 0.00386594 	
 877.1 	 0.0039057 	
 899.542 	 0.00386044 	
 923.481 	 0.00401876 	
 946.751 	 0.00399109 	
 971.663 	 0.00400492 	
 993.436 	 0.00404109 	
 1016.38 	 0.00405234 	
 1038.81 	 0.00423076 	
 1061.98 	 0.0042784 	
 1082.65 	 0.00417992 	
 1106.13 	 0.00426472 	
 1129.46 	 0.00426869 	
 1155.86 	 0.00435913 	
 1177.7 	 0.00412438 	
 1198.4 	 0.00421102 	
 1220.57 	 0.00427007 	
 1243.85 	 0.00435755 	
 1266.88 	 0.00453975 	
 1294.27 	 0.00453351 	
 1314.3 	 0.00436841 	
 1336.68 	 0.00445095 	
 1358.55 	 0.00450413 	
 1380.92 	 0.00459386 	
 1403.09 	 0.00456425 	
 1430.09 	 0.00462157 	
 1451.14 	 0.00452506 	
 1473.7 	 0.00448278 	
 1496.43 	 0.00456433 	
 1519.28 	 0.00443287 	
 1541.74 	 0.00432274 	
 1563.87 	 0.0044246 	
 1586.82 	 0.00448701 	
 1609.21 	 0.00468329 	
 1632.16 	 0.00434783 	
 1658.75 	 0.00422585 	
 1678.89 	 0.00453516 	
 1701.04 	 0.00468466 	
 1723.97 	 0.00465439 	
 1746.95 	 0.00445036 	
 1773.05 	 0.00439249 	
 1793.44 	 0.00473652 	
 1815.18 	 0.00470171 	
 1838.74 	 0.00476467 	
 1861.85 	 0.00460737 	
 1884.56 	 0.00446454 	
 1905.99 	 0.00460339 	
 1929.41 	 0.00453978 	
 1952.8 	 0.00466367 	
 1975.76 	 0.004894 	
 2001.72 	 0.00480528 	
 2022.04 	 0.00467472 	
 2045.07 	 0.00447144 	
 2067.78 	 0.00440727 	
 2090.27 	 0.0047182 	
 2113.14 	 0.00477607 	
 2134.42 	 0.00503348 	
 2157.95 	 0.00493315 	
 2181.28 	 0.00465836 	
 2204.24 	 0.00451655 	
 2230.34 	 0.00470327 	
 2251.11 	 0.00465994 	
 2273.32 	 0.00482189 	
 2295.24 	 0.00490459 	
 2318.58 	 0.00488431 	
 2344.55 	 0.00479542 	
 2365.93 	 0.00468697 	
 2388.19 	 0.00476848 	
 2410.67 	 0.00487487 	
 2433.16 	 0.00487633 	
 2455.2 	 0.00491395 	
 2477.26 	 0.00493132 	
 2499.2 	 0.00483633 	
 2523.04 	 0.00479948 	
 2546.48 	 0.00476906 	
 2573.73 	 0.00471537 	
 2594.27 	 0.00475013 	
 2615.58 	 0.00467632 	

	
	
