Start Time:  5/5/2017 12:48:19 AM         Time Completed:  5/5/2017 12:48:40 AM     Elapsed Time:  00:00:21
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0195B\FORCexp0195B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#389.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#389.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0195B\FORCexp0195B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#389.dat

***DATA***

Field(G)	 Moment(emu)	
-3218.2 	-0.00497139 	
-3216.63 	-0.00502962 	
-3206.27 	-0.00494638 	
-3190.88 	-0.00517359 	
-3171.76 	-0.00514431 	
-3147.08 	-0.00485059 	
-3127.17 	-0.00501007 	
-3105.71 	-0.0047699 	
-3082.68 	-0.0047317 	
-3060.63 	-0.00486551 	
-3036.62 	-0.00491625 	
-3014.31 	-0.00506939 	
-2990.93 	-0.00511484 	
-2967.6 	-0.00485287 	
-2944.12 	-0.00477748 	
-2916.84 	-0.00505592 	
-2895.56 	-0.00494037 	
-2873.83 	-0.0050992 	
-2850.98 	-0.00506014 	
-2828.58 	-0.00510056 	
-2804.83 	-0.00497882 	
-2782.87 	-0.00492706 	
-2760.34 	-0.00464118 	
-2737.01 	-0.00480104 	
-2713.68 	-0.00484347 	
-2686.51 	-0.00478663 	
-2665.25 	-0.00486787 	
-2643.47 	-0.00482774 	
-2621.02 	-0.00485921 	
-2598.08 	-0.00500598 	
-2575.04 	-0.00500925 	
-2550 	-0.00474604 	
-2528.06 	-0.00466752 	
-2505.7 	-0.00482347 	
-2482.71 	-0.00494808 	
-2460.14 	-0.0049439 	
-2438.27 	-0.00492636 	
-2415.4 	-0.00482699 	
-2392.08 	-0.0047463 	
-2369.45 	-0.00506718 	
-2341.63 	-0.00514592 	
-2321.01 	-0.00497999 	
-2298.83 	-0.00500625 	
-2276.3 	-0.00488642 	
-2253.27 	-0.00472451 	
-2230.59 	-0.00463608 	
-2209.57 	-0.00494561 	
-2186.55 	-0.00506614 	
-2162.67 	-0.00504953 	
-2140.21 	-0.00484161 	
-2116.3 	-0.00495758 	
-2091.5 	-0.00502405 	
-2069.22 	-0.00478295 	
-2046.54 	-0.00482698 	
-2023.74 	-0.00488237 	
-2000.86 	-0.00480698 	
-1980.03 	-0.00455166 	
-1956.96 	-0.00438708 	
-1933.43 	-0.00436678 	
-1910.77 	-0.00471198 	
-1887.12 	-0.00474909 	
-1862.24 	-0.00453476 	
-1839.75 	-0.00461497 	
-1817.25 	-0.00448221 	
-1794.63 	-0.00442603 	
-1771.76 	-0.00462594 	
-1750.77 	-0.00477259 	
-1727.54 	-0.0049023 	
-1704.76 	-0.00461741 	
-1680.74 	-0.00431746 	
-1657.57 	-0.00425306 	
-1633.04 	-0.00450195 	
-1611.66 	-0.00460221 	
-1588.53 	-0.00464564 	
-1565.58 	-0.00452938 	
-1542.71 	-0.00435824 	
-1519.99 	-0.00436591 	
-1498.11 	-0.00421754 	
-1475.98 	-0.00448848 	
-1452 	-0.00468207 	
-1428.29 	-0.00467542 	
-1402.35 	-0.00447819 	
-1381.41 	-0.00439883 	
-1359.33 	-0.00437887 	
-1336.62 	-0.00447814 	
-1313.99 	-0.00457142 	
-1288.14 	-0.00462731 	
-1266.75 	-0.0048311 	
-1244.33 	-0.00465012 	
-1221.9 	-0.00435137 	
-1199.84 	-0.00440143 	
-1176.55 	-0.00452808 	
-1154.38 	-0.00435558 	
-1131.77 	-0.00447517 	
-1108.41 	-0.00434218 	
-1085.29 	-0.00412753 	
-1057.89 	-0.00411312 	
-1038.05 	-0.00429969 	
-1016.05 	-0.0044089 	
-993.73 	-0.00413244 	
-970.622 	-0.00400388 	
-947.41 	-0.00400924 	
-925.652 	-0.00404173 	
-902.863 	-0.00411856 	
-879.745 	-0.00422734 	
-856.42 	-0.00435706 	
-829.068 	-0.00419867 	
-809.122 	-0.00415808 	
-787.498 	-0.00415376 	
-764.678 	-0.00416965 	
-741.509 	-0.00420982 	
-718.393 	-0.0040449 	
-696.502 	-0.0039506 	
-674.066 	-0.00378545 	
-650.62 	-0.0038082 	
-627.535 	-0.00375079 	
-604.203 	-0.003956 	
-579.799 	-0.00383917 	
-557.816 	-0.00389541 	
-535.184 	-0.003744 	
-512.325 	-0.00361353 	
-489.554 	-0.00379237 	
-468.304 	-0.00380237 	
-445.169 	-0.00400269 	
-421.5 	-0.00396518 	
-398.499 	-0.00373664 	
-375.107 	-0.00351067 	
-351.328 	-0.00357247 	
-329.649 	-0.00350159 	
-306.538 	-0.00361507 	
-282.964 	-0.00341243 	
-260.288 	-0.00341498 	
-234.211 	-0.0032931 	
-213.658 	-0.00313442 	
-191.506 	-0.00310848 	
-169.03 	-0.00339574 	
-146.05 	-0.00355465 	
-124.389 	-0.00330854 	
-101.991 	-0.00353697 	
-78.7697 	-0.00332516 	
-55.7242 	-0.00317839 	
-33.0392 	-0.00321387 	
-5.15116 	-0.00322819 	
 15.8942 	-0.00321786 	
 37.3253 	-0.00313901 	
 60.3479 	-0.00302368 	
 82.4745 	-0.00298699 	

	
	
