Start Time:  5/4/2017 11:16:10 PM         Time Completed:  5/4/2017 11:16:29 PM     Elapsed Time:  00:00:19
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0064B\FORCexp0064B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#127.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#127.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0064B\FORCexp0064B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#127.dat

***DATA***

Field(G)	 Moment(emu)	
-201.104 	 0.00279341 	
-200.27 	 0.0028202 	
-189.014 	 0.00273994 	
-173.986 	 0.00283104 	
-154.417 	 0.00284422 	
-132.88 	 0.00286353 	
-109.097 	 0.00307765 	
-86.5651 	 0.0029984 	
-63.9415 	 0.00290265 	
-40.7519 	 0.00297532 	
-18.1267 	 0.00286204 	
 8.48307 	 0.00299282 	
 29.2685 	 0.00293463 	
 50.7414 	 0.00320996 	
 74.3457 	 0.00313577 	
 98.7475 	 0.00330331 	
 120.987 	 0.00329308 	
 143.247 	 0.00338322 	
 166.491 	 0.00326617 	
 190.077 	 0.00317008 	
 213.05 	 0.00297857 	
 239.667 	 0.00328173 	
 259.832 	 0.00348041 	
 282.542 	 0.0035336 	
 305.329 	 0.00336227 	
 328.257 	 0.00327466 	
 350.694 	 0.00336598 	
 372.561 	 0.00334967 	
 395.859 	 0.00362427 	
 419.152 	 0.0037261 	
 442.141 	 0.00367026 	
 469.406 	 0.00371253 	
 490.527 	 0.00369435 	
 512.078 	 0.00354856 	
 534.746 	 0.00371118 	
 557.737 	 0.00388198 	
 580.518 	 0.00384655 	
 602.053 	 0.0038118 	
 624.55 	 0.00357334 	
 647.362 	 0.00388952 	
 671.356 	 0.00406816 	
 694.765 	 0.00406777 	
 719.47 	 0.00370262 	
 740.84 	 0.00357095 	
 763.685 	 0.00369423 	
 786.729 	 0.00386909 	
 809.418 	 0.00411528 	
 830.451 	 0.00390936 	
 853.896 	 0.00396644 	
 876.688 	 0.00396606 	
 900.792 	 0.00396261 	
 923.959 	 0.003919 	
 949.9 	 0.00412393 	
 969.826 	 0.00407943 	
 992.706 	 0.00412958 	
 1015.8 	 0.00412009 	
 1038.67 	 0.00396387 	
 1061.31 	 0.0040129 	
 1083.03 	 0.00395887 	
 1105.73 	 0.00365285 	
 1132.28 	 0.00381538 	
 1155.24 	 0.0042241 	
 1177.55 	 0.00409428 	
 1198.69 	 0.00412992 	
 1220.93 	 0.00414975 	
 1244.2 	 0.0043163 	
 1267.05 	 0.00442904 	
 1293 	 0.00440527 	
 1314.04 	 0.00437937 	
 1335.76 	 0.00452269 	
 1358.64 	 0.00448973 	
 1381.87 	 0.0042546 	
 1404.56 	 0.00435372 	
 1426.25 	 0.0045626 	
 1449.69 	 0.00460197 	
 1473.26 	 0.00451327 	
 1496.07 	 0.00440419 	
 1521.85 	 0.00436333 	
 1543.02 	 0.00429669 	
 1564.87 	 0.00425805 	
 1586.97 	 0.00408796 	
 1609.53 	 0.00453753 	
 1636.31 	 0.00457431 	
 1657 	 0.00459349 	
 1678.3 	 0.00445936 	
 1701.02 	 0.00451881 	
 1724.12 	 0.00479643 	
 1747.3 	 0.00479346 	
 1768.34 	 0.00458557 	
 1790.71 	 0.00448961 	
 1814.37 	 0.00425388 	
 1838.53 	 0.00443211 	
 1865.48 	 0.00457091 	
 1886.3 	 0.00469544 	
 1907.29 	 0.00458832 	
 1930.3 	 0.0044896 	
 1952.95 	 0.00455059 	
 1980.08 	 0.00466732 	
 2000.03 	 0.00460306 	
 2018.9 	 0.00472749 	
 2042.51 	 0.00476824 	
 2069.41 	 0.00480819 	
 2091.86 	 0.00468577 	
 2112.97 	 0.00471582 	
 2135.29 	 0.00469127 	
 2158.33 	 0.00482004 	
 2181.28 	 0.00485452 	
 2204.09 	 0.00482165 	
 2228.47 	 0.00499619 	
 2250.58 	 0.00475221 	
 2271.89 	 0.00461041 	
 2294.21 	 0.00478418 	
 2317.4 	 0.00493638 	
 2343.13 	 0.00464406 	
 2365.19 	 0.00482204 	
 2387.81 	 0.00490074 	
 2410.36 	 0.00464604 	
 2432.93 	 0.00454479 	
 2453.32 	 0.00442387 	
 2475.47 	 0.00436863 	
 2499.86 	 0.00446329 	
 2523.63 	 0.00456909 	
 2550.35 	 0.00473438 	
 2570.97 	 0.00484738 	
 2592.88 	 0.00493385 	
 2615.54 	 0.0049262 	
 2638.37 	 0.00499529 	

	
	
