Start Time:  5/4/2017 11:09:12 PM         Time Completed:  5/4/2017 11:09:28 PM     Elapsed Time:  00:00:16
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0052B\FORCexp0052B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#103.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#103.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0052B\FORCexp0052B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#103.dat

***DATA***

Field(G)	 Moment(emu)	
 75.8078 	 0.003285 	
 77.9545 	 0.00318573 	
 88.3433 	 0.00324539 	
 104.215 	 0.00322135 	
 123.381 	 0.00322684 	
 144.03 	 0.00322251 	
 165.189 	 0.00301023 	
 188.146 	 0.00320797 	
 211.804 	 0.0034007 	
 235.492 	 0.00355205 	
 261.763 	 0.00352027 	
 283.453 	 0.00363065 	
 305.865 	 0.00342734 	
 327.803 	 0.00349851 	
 351.693 	 0.00359607 	
 374.553 	 0.00364822 	
 396.353 	 0.00398585 	
 419.635 	 0.00370533 	
 443.335 	 0.00353323 	
 465.366 	 0.00369848 	
 493.234 	 0.00376069 	
 513.987 	 0.00382024 	
 535.656 	 0.00397402 	
 558.221 	 0.00368358 	
 581.248 	 0.0035367 	
 608.233 	 0.00376272 	
 628.749 	 0.00376947 	
 647.413 	 0.00399816 	
 670.739 	 0.00409794 	
 694.42 	 0.00398297 	
 722.017 	 0.0038134 	
 742.538 	 0.00401316 	
 764.051 	 0.0039071 	
 786.873 	 0.00412613 	
 810.036 	 0.00421693 	
 836.949 	 0.00397063 	
 857.76 	 0.00405029 	
 879.039 	 0.00383292 	
 901.106 	 0.00416479 	
 923.1 	 0.00401761 	
 946.571 	 0.00392778 	
 968.231 	 0.00415813 	
 992.49 	 0.00424502 	
 1015.88 	 0.00404413 	
 1038.77 	 0.00405595 	
 1061.81 	 0.00425741 	
 1086.28 	 0.00412999 	
 1107.87 	 0.00400452 	
 1129.79 	 0.00421473 	
 1152.69 	 0.00455802 	
 1176.14 	 0.00451046 	
 1197.75 	 0.00436114 	
 1220.9 	 0.00424495 	
 1243.95 	 0.00442598 	
 1267.28 	 0.00447753 	
 1290.09 	 0.00423809 	
 1316.1 	 0.00410405 	
 1336.11 	 0.00435174 	
 1358.14 	 0.00438857 	
 1381.1 	 0.00457421 	
 1404.54 	 0.00434779 	
 1427.33 	 0.00431277 	
 1449.26 	 0.00418884 	
 1472.18 	 0.00420522 	
 1495.31 	 0.00437625 	
 1518.4 	 0.00448512 	
 1544.79 	 0.00455593 	
 1565.18 	 0.00445552 	
 1586.74 	 0.00452536 	
 1609.81 	 0.00450276 	
 1632.79 	 0.00459659 	
 1655.64 	 0.00467887 	
 1677.14 	 0.00476952 	
 1699.94 	 0.00467483 	
 1723.19 	 0.00458362 	
 1746.32 	 0.00449419 	
 1772.52 	 0.00449974 	
 1793.03 	 0.00467518 	
 1814.44 	 0.00453155 	
 1837.63 	 0.00450119 	
 1859.98 	 0.00482617 	
 1886.78 	 0.00472022 	
 1907.77 	 0.00457615 	
 1929.81 	 0.00455935 	
 1952.37 	 0.00474468 	
 1975.02 	 0.00476189 	
 1997.45 	 0.00472225 	
 2019.03 	 0.00452341 	
 2041.61 	 0.0046889 	
 2068.06 	 0.00496198 	
 2089.51 	 0.0049082 	
 2109.91 	 0.00480204 	
 2133.58 	 0.00468631 	
 2156.82 	 0.00491681 	
 2180.07 	 0.00492528 	
 2206.88 	 0.0047112 	
 2227.26 	 0.004632 	
 2247.61 	 0.00473768 	
 2270.31 	 0.00464206 	
 2293.5 	 0.00479918 	
 2317.13 	 0.00466457 	
 2337.94 	 0.00491829 	
 2361.23 	 0.00491799 	

	
	
