Start Time:  5/4/2017 11:14:22 PM         Time Completed:  5/4/2017 11:14:41 PM     Elapsed Time:  00:00:19
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0061B\FORCexp0061B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#121.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#121.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0061B\FORCexp0061B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#121.dat

***DATA***

Field(G)	 Moment(emu)	
-131.85 	 0.00292941 	
-125.152 	 0.00285144 	
-110.94 	 0.00272667 	
-93.3926 	 0.00279292 	
-73.1988 	 0.00301625 	
-52.357 	 0.00313979 	
-31.1033 	 0.00326481 	
-7.58794 	 0.00328541 	
 15.8736 	 0.00311261 	
 39.3897 	 0.00302709 	
 66.3506 	 0.00318577 	
 87.5299 	 0.00317348 	
 109.517 	 0.00337446 	
 132.411 	 0.00306332 	
 155.119 	 0.00324895 	
 178.652 	 0.00340922 	
 201.27 	 0.00316778 	
 224.521 	 0.00314335 	
 247.595 	 0.00340815 	
 270.854 	 0.00345177 	
 297.004 	 0.00355233 	
 318.592 	 0.00360912 	
 340.33 	 0.0033702 	
 362.897 	 0.00336145 	
 385.772 	 0.00365682 	
 408.869 	 0.00381065 	
 429.712 	 0.00355966 	
 452.989 	 0.00356653 	
 476.601 	 0.00345878 	
 500.099 	 0.00346687 	
 523.126 	 0.00374618 	
 549.267 	 0.00393987 	
 568.991 	 0.00368963 	
 591.787 	 0.00360722 	
 614.696 	 0.00362984 	
 637.826 	 0.00377772 	
 660.571 	 0.00397351 	
 682.456 	 0.00407683 	
 705.648 	 0.00407469 	
 733.019 	 0.00400826 	
 753.967 	 0.00396776 	
 778.333 	 0.00387687 	
 795.764 	 0.00370908 	
 819.055 	 0.00374491 	
 842.593 	 0.00400951 	
 866.1 	 0.00422016 	
 892.617 	 0.00409971 	
 913.099 	 0.00397911 	
 935.263 	 0.00408194 	
 957.654 	 0.00437714 	
 980.981 	 0.00448151 	
 1007.38 	 0.00433583 	
 1028.09 	 0.00436514 	
 1050.26 	 0.00424719 	
 1073.17 	 0.00399867 	
 1095.92 	 0.00400322 	
 1116.8 	 0.00423137 	
 1139.38 	 0.00431741 	
 1162.77 	 0.00416083 	
 1186.69 	 0.00432911 	
 1210.03 	 0.00415455 	
 1235.1 	 0.00449075 	
 1256.63 	 0.0045748 	
 1279.02 	 0.00461224 	
 1301.72 	 0.00442533 	
 1324.68 	 0.00431554 	
 1347.29 	 0.00420299 	
 1369.34 	 0.00412573 	
 1391.54 	 0.00432604 	
 1415.39 	 0.00422337 	
 1438.72 	 0.00440009 	
 1465.24 	 0.00442499 	
 1485.71 	 0.00434336 	
 1507.68 	 0.00424644 	
 1530.39 	 0.00434402 	
 1553.45 	 0.00442859 	
 1574.26 	 0.00439617 	
 1597.45 	 0.00455238 	
 1620.66 	 0.00474814 	
 1644.6 	 0.00451064 	
 1667.52 	 0.00428605 	
 1691.64 	 0.00438022 	
 1713.11 	 0.00459425 	
 1735.99 	 0.0047163 	
 1758.62 	 0.00449567 	
 1785.76 	 0.00447182 	
 1806.23 	 0.0045594 	
 1827.2 	 0.00485428 	
 1850.34 	 0.0049153 	
 1872.19 	 0.00475858 	
 1896.23 	 0.0049033 	
 1918.28 	 0.00484874 	
 1940.77 	 0.0044636 	
 1963.96 	 0.00437176 	
 1987.01 	 0.00456972 	
 2014.12 	 0.00469609 	
 2034.4 	 0.00473052 	
 2056.01 	 0.00479674 	
 2077.98 	 0.0048094 	
 2100.29 	 0.00489284 	
 2127.27 	 0.00459385 	
 2147.66 	 0.00451125 	
 2169.05 	 0.00486809 	
 2192.32 	 0.00495985 	
 2215.16 	 0.00475155 	
 2238.43 	 0.00459493 	
 2259.92 	 0.00464059 	
 2282.38 	 0.00445333 	
 2305.61 	 0.00483568 	
 2329.07 	 0.00497992 	
 2356.16 	 0.00485018 	
 2377.02 	 0.004889 	
 2398.28 	 0.00459122 	
 2421.08 	 0.00456458 	
 2443.64 	 0.0047962 	
 2470.75 	 0.00486701 	
 2490.49 	 0.00471819 	
 2511.94 	 0.00475996 	
 2534.47 	 0.00477528 	
 2558.01 	 0.00465947 	
 2580.77 	 0.00488758 	

	
	
