Start Time:  5/4/2017 11:04:45 PM         Time Completed:  5/4/2017 11:04:59 PM     Elapsed Time:  00:00:14
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0044B\FORCexp0044B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#87.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#87.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0044B\FORCexp0044B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#87.dat

***DATA***

Field(G)	 Moment(emu)	
 259.652 	 0.00353323 	
 266.71 	 0.00341379 	
 280.307 	 0.00341793 	
 297.967 	 0.0036021 	
 318.15 	 0.00366035 	
 338.976 	 0.00360524 	
 360.523 	 0.00372158 	
 383.559 	 0.00355863 	
 407.042 	 0.00346546 	
 430.026 	 0.00372074 	
 457.014 	 0.00381926 	
 478.896 	 0.00373886 	
 501.277 	 0.00385932 	
 523.276 	 0.00372881 	
 546.478 	 0.00368468 	
 569.253 	 0.00384547 	
 590.85 	 0.00359103 	
 614.392 	 0.0039274 	
 637.744 	 0.00403918 	
 660.226 	 0.00397153 	
 688.255 	 0.00387519 	
 708.905 	 0.00384461 	
 729.627 	 0.00395045 	
 752.593 	 0.00408524 	
 775.668 	 0.00408325 	
 798.552 	 0.00383477 	
 819.821 	 0.00407354 	
 842.876 	 0.00396157 	
 866.553 	 0.00391323 	
 889.525 	 0.00418373 	
 912.353 	 0.00417362 	
 936.889 	 0.00422472 	
 959.084 	 0.0041276 	
 981.876 	 0.0040739 	
 1004.39 	 0.00416294 	
 1027.17 	 0.00433446 	
 1049.89 	 0.00432414 	
 1071.68 	 0.0045133 	
 1094.64 	 0.0044582 	
 1116.84 	 0.00457272 	
 1140.38 	 0.00414387 	
 1167.34 	 0.00435937 	
 1188.18 	 0.00442367 	
 1209.98 	 0.00456219 	
 1232.69 	 0.00446375 	
 1255.19 	 0.00420899 	
 1281.22 	 0.00414285 	
 1301.1 	 0.0042988 	
 1323.64 	 0.00420505 	
 1345.64 	 0.00426074 	
 1369.34 	 0.00426845 	
 1392.01 	 0.00423701 	
 1413.65 	 0.00413938 	
 1437.01 	 0.00428022 	
 1460.49 	 0.00445634 	
 1483.38 	 0.0046423 	
 1510.42 	 0.0045373 	
 1530.69 	 0.00433808 	
 1552.15 	 0.00427083 	
 1574.72 	 0.00438219 	
 1597.03 	 0.00444994 	
 1620.29 	 0.00455196 	
 1641.5 	 0.0044331 	
 1664.74 	 0.00446874 	
 1687.87 	 0.0044702 	
 1710.87 	 0.00444011 	
 1737.89 	 0.00451234 	
 1757.65 	 0.00455681 	
 1779.24 	 0.00458907 	
 1802.18 	 0.00456036 	
 1824.89 	 0.00460162 	
 1847.86 	 0.00463216 	
 1868.93 	 0.00477246 	
 1892.09 	 0.00477003 	
 1915.57 	 0.00493636 	
 1938.69 	 0.00484 	
 1961.82 	 0.00475214 	
 1987.44 	 0.00451623 	
 2007.64 	 0.00434942 	
 2029.18 	 0.00456417 	
 2052.8 	 0.00469031 	
 2075.84 	 0.00456581 	
 2098.34 	 0.00444586 	
 2120 	 0.00431543 	
 2143.07 	 0.00445736 	
 2166.11 	 0.00472895 	
 2189.35 	 0.00485652 	

	
	
