Start Time:  5/4/2017 11:06:56 PM         Time Completed:  5/4/2017 11:07:12 PM     Elapsed Time:  00:00:16
Sample ID:     FORC_desvirgao2

Experiment:    C:\IDEASVSM\Default UserID\Experiments\FORCexp0048B\FORCexp0048B.exp
Data File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#95.txt
Plot File:     C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#95.oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\FORCexp0048B\FORCexp0048B.stp
VSM Data File: C:\IDEASVSM\Default UserID\CarlosHernandez\FORC_floopy\FORC_desvirgao2 (ProfileData)\FORC_desvirgao2#95.dat

***DATA***

Field(G)	 Moment(emu)	
 167.701 	 0.00333709 	
 174.064 	 0.00341294 	
 188.017 	 0.00345589 	
 205.852 	 0.003492 	
 225.767 	 0.00356302 	
 247.116 	 0.00359237 	
 268.157 	 0.00367076 	
 291.613 	 0.00359019 	
 315.076 	 0.00339179 	
 338.744 	 0.00336586 	
 364.977 	 0.00366109 	
 386.771 	 0.00355227 	
 408.108 	 0.00343495 	
 431.472 	 0.00362617 	
 454.816 	 0.00356824 	
 477.934 	 0.00362715 	
 499.754 	 0.00362677 	
 522.463 	 0.00375259 	
 544.996 	 0.00361494 	
 568.991 	 0.00367595 	
 596.32 	 0.00360645 	
 616.672 	 0.00374598 	
 637.976 	 0.00376162 	
 660.905 	 0.0039485 	
 683.83 	 0.00402122 	
 706.981 	 0.00391203 	
 728.676 	 0.0039608 	
 751.312 	 0.00382612 	
 774.433 	 0.00385017 	
 797.559 	 0.00379856 	
 820.495 	 0.0039396 	
 845.69 	 0.00379307 	
 867.916 	 0.00378829 	
 890.456 	 0.00383083 	
 912.919 	 0.00390491 	
 935.741 	 0.00401068 	
 956.655 	 0.00397256 	
 979.715 	 0.00411146 	
 1003.27 	 0.00411683 	
 1026.53 	 0.00402685 	
 1074.4 	 0.00432977 	
 1095.52 	 0.00444878 	
 1118.4 	 0.00441214 	
 1141.23 	 0.00420723 	
 1164.31 	 0.00410965 	
 1185.42 	 0.00435197 	
 1209.45 	 0.0045471 	
 1235.56 	 0.00448882 	
 1256.64 	 0.00437589 	
 1278.37 	 0.00428102 	
 1300.69 	 0.00436219 	
 1322.97 	 0.00421131 	
 1345.98 	 0.00422387 	
 1369.19 	 0.00449751 	
 1392.28 	 0.00453279 	
 1418.36 	 0.00437612 	
 1438.84 	 0.00454014 	
 1461.07 	 0.00455523 	
 1484.11 	 0.00433369 	
 1506.08 	 0.00453217 	
 1529.07 	 0.00455431 	
 1551.11 	 0.00468762 	
 1574.26 	 0.00472862 	
 1597.32 	 0.00450412 	
 1620.46 	 0.0043668 	
 1646.47 	 0.0044572 	
 1666.65 	 0.00452595 	
 1688.58 	 0.00458782 	
 1710.77 	 0.0043714 	
 1733.07 	 0.00461731 	
 1759.5 	 0.00478679 	
 1779.71 	 0.00451629 	
 1802.16 	 0.00446231 	
 1825.19 	 0.00464905 	
 1848.23 	 0.00476128 	
 1874.18 	 0.00469837 	
 1894.92 	 0.0046043 	
 1917.03 	 0.00463111 	
 1939.72 	 0.00453363 	
 1962.5 	 0.00479095 	
 1984.91 	 0.00491288 	
 2006.81 	 0.00500929 	
 2029.87 	 0.00497879 	
 2052.96 	 0.00467055 	
 2076.07 	 0.00447346 	
 2101.68 	 0.00464074 	
 2123.31 	 0.00467246 	
 2144.78 	 0.00469157 	
 2167.83 	 0.00478012 	
 2190.79 	 0.00460759 	
 2213.07 	 0.00463785 	
 2234.64 	 0.00437088 	
 2257.88 	 0.00456868 	
 2281.05 	 0.00483819 	
 2304.34 	 0.00494662 	

	
	
